,dysp
2998,1
2999,1
3000,0
3001,1
3002,0
3003,0
3004,0
3005,1
3006,1
3007,1
3008,0
3009,1
3010,1
3011,0
3012,0
3013,0
3014,0
3015,0
3016,1
3017,0
3018,1
3019,1
3020,1
3021,0
3022,1
3023,0
3024,1
3025,0
3026,0
3027,0
3028,1
3029,0
3030,0
3031,0
3032,0
3033,1
3034,1
3035,0
3036,0
3037,1
3038,1
3039,0
3040,0
3041,1
3042,0
3043,1
3044,1
3045,0
3046,1
3047,0
3048,0
3049,1
3050,0
3051,0
3052,1
3053,1
3054,1
3055,1
3056,0
3057,0
3058,1
3059,1
3060,0
3061,1
3062,1
3063,0
3064,0
3065,0
3066,1
3067,1
3068,1
3069,0
3070,0
3071,1
3072,0
3073,0
3074,0
3075,0
3076,1
3077,0
3078,0
3079,1
3080,0
3081,1
3082,1
3083,1
3084,1
3085,1
3086,1
3087,0
3088,1
3089,1
3090,0
3091,0
3092,0
3093,0
3094,1
3095,1
3096,1
3097,1
3098,1
3099,0
3100,0
3101,1
3102,1
3103,1
3104,1
3105,1
3106,0
3107,1
3108,1
3109,1
3110,1
3111,1
3112,1
3113,0
3114,1
3115,1
3116,0
3117,0
3118,0
3119,1
3120,1
3121,1
3122,0
3123,0
3124,1
3125,1
3126,0
3127,0
3128,1
3129,1
3130,1
3131,1
3132,0
3133,1
3134,0
3135,1
3136,1
3137,1
3138,0
3139,1
3140,1
3141,1
3142,1
3143,1
3144,1
3145,0
3146,1
3147,0
3148,1
3149,0
3150,0
3151,1
3152,1
3153,0
3154,0
3155,1
3156,0
3157,1
3158,0
3159,1
3160,1
3161,0
3162,1
3163,1
3164,1
3165,1
3166,1
3167,1
3168,1
3169,0
3170,1
3171,0
3172,0
3173,0
3174,1
3175,1
3176,1
3177,1
3178,1
3179,0
3180,0
3181,0
3182,1
3183,0
3184,0
3185,1
3186,0
3187,1
3188,0
3189,1
3190,1
3191,1
3192,0
3193,1
3194,1
3195,0
3196,1
3197,1
3198,1
3199,1
3200,1
3201,0
3202,1
3203,1
3204,0
3205,1
3206,1
3207,1
3208,0
3209,1
3210,0
3211,1
3212,1
3213,1
3214,0
3215,0
3216,0
3217,0
3218,0
3219,1
3220,1
3221,1
3222,1
3223,0
3224,1
3225,1
3226,0
3227,1
3228,1
3229,0
3230,1
3231,1
3232,0
3233,1
3234,1
3235,1
3236,1
3237,1
3238,0
3239,0
3240,1
3241,0
3242,0
3243,0
3244,0
3245,1
3246,0
3247,1
3248,0
3249,1
3250,1
3251,1
3252,1
3253,1
3254,1
3255,0
3256,1
3257,1
3258,0
3259,0
3260,1
3261,1
3262,1
3263,0
3264,1
3265,1
3266,1
3267,0
3268,1
3269,1
3270,0
3271,1
3272,0
3273,0
3274,1
3275,1
3276,1
3277,0
3278,1
3279,0
3280,1
3281,1
3282,0
3283,0
3284,0
3285,1
3286,1
3287,0
3288,1
3289,0
3290,0
3291,1
3292,1
3293,1
3294,0
3295,1
3296,1
3297,0
3298,0
3299,0
3300,1
3301,0
3302,0
3303,0
3304,0
3305,1
3306,1
3307,0
3308,0
3309,1
3310,0
3311,1
3312,0
3313,1
3314,0
3315,0
3316,0
3317,0
3318,0
3319,1
3320,0
3321,0
3322,0
3323,1
3324,0
3325,1
3326,1
3327,1
3328,1
3329,1
3330,1
3331,0
3332,1
3333,1
3334,1
3335,0
3336,1
3337,1
3338,1
3339,1
3340,1
3341,1
3342,0
3343,0
3344,1
3345,1
3346,1
3347,0
3348,0
3349,0
3350,0
3351,1
3352,0
3353,1
3354,1
3355,0
3356,1
3357,1
3358,0
3359,0
3360,1
3361,0
3362,0
3363,1
3364,0
3365,1
3366,1
3367,1
3368,0
3369,0
3370,1
3371,0
3372,1
3373,1
3374,0
3375,0
3376,1
3377,1
3378,1
3379,1
3380,0
3381,0
3382,1
3383,1
3384,1
3385,0
3386,1
3387,0
3388,0
3389,0
3390,1
3391,0
3392,0
3393,1
3394,0
3395,0
3396,1
3397,0
3398,1
3399,1
3400,0
3401,0
3402,1
3403,0
3404,0
3405,1
3406,1
3407,0
3408,0
3409,0
3410,0
3411,1
3412,1
3413,1
3414,1
3415,1
3416,1
3417,1
3418,0
3419,1
3420,1
3421,1
3422,1
3423,1
3424,1
3425,0
3426,1
3427,0
3428,1
3429,0
3430,1
3431,1
3432,1
3433,0
3434,0
3435,1
3436,1
3437,1
3438,1
3439,1
3440,0
3441,0
3442,0
3443,0
3444,0
3445,1
3446,1
3447,1
3448,1
3449,0
3450,1
3451,1
3452,1
3453,0
3454,0
3455,0
3456,0
3457,1
3458,0
3459,0
3460,1
3461,0
3462,1
3463,1
3464,1
3465,1
3466,1
3467,1
3468,0
3469,1
3470,1
3471,1
3472,1
3473,1
3474,1
3475,0
3476,0
3477,1
3478,1
3479,1
3480,1
3481,0
3482,1
3483,1
3484,0
3485,1
3486,1
3487,1
3488,1
3489,1
3490,0
3491,1
3492,0
3493,1
3494,0
3495,0
3496,1
3497,0
3498,1
3499,1
3500,1
3501,1
3502,0
3503,0
3504,0
3505,1
3506,1
3507,0
3508,0
3509,1
3510,1
3511,1
3512,1
3513,0
3514,1
3515,1
3516,0
3517,0
3518,1
3519,0
3520,0
3521,1
3522,1
3523,1
3524,0
3525,1
3526,1
3527,1
3528,0
3529,0
3530,0
3531,1
3532,1
3533,1
3534,0
3535,1
3536,1
3537,0
3538,1
3539,1
3540,1
3541,1
3542,1
3543,0
3544,0
3545,0
3546,0
3547,0
3548,1
3549,1
3550,0
3551,1
3552,0
3553,1
3554,1
3555,1
3556,1
3557,1
3558,1
3559,1
3560,0
3561,1
3562,0
3563,0
3564,1
3565,0
3566,1
3567,0
3568,1
3569,1
3570,0
3571,0
3572,0
3573,1
3574,0
3575,0
3576,1
3577,1
3578,0
3579,1
3580,0
3581,0
3582,0
3583,1
3584,0
3585,0
3586,1
3587,0
3588,1
3589,1
3590,0
3591,1
3592,0
3593,0
3594,1
3595,0
3596,0
3597,0
3598,0
3599,1
3600,1
3601,1
3602,1
3603,0
3604,0
3605,0
3606,1
3607,0
3608,0
3609,1
3610,0
3611,1
3612,0
3613,0
3614,0
3615,1
3616,1
3617,1
3618,0
3619,1
3620,1
3621,1
3622,1
3623,1
3624,0
3625,1
3626,1
3627,1
3628,1
3629,1
3630,1
3631,1
3632,0
3633,0
3634,1
3635,0
3636,0
3637,1
3638,1
3639,0
3640,1
3641,0
3642,1
3643,1
3644,1
3645,1
3646,1
3647,1
3648,1
3649,0
3650,0
3651,1
3652,0
3653,1
3654,1
3655,1
3656,1
3657,1
3658,0
3659,1
3660,1
3661,0
3662,0
3663,1
3664,1
3665,1
3666,1
3667,0
3668,1
3669,1
3670,0
3671,0
3672,0
3673,0
3674,1
3675,0
3676,1
3677,0
3678,1
3679,0
3680,1
3681,0
3682,1
3683,0
3684,1
3685,1
3686,1
3687,0
3688,1
3689,1
3690,1
3691,1
3692,0
3693,0
3694,1
3695,1
3696,0
3697,1
3698,1
3699,0
3700,1
3701,1
3702,0
3703,1
3704,1
3705,1
3706,1
3707,1
3708,0
3709,0
3710,1
3711,0
3712,1
3713,0
3714,0
3715,0
3716,0
3717,0
3718,0
3719,1
3720,0
3721,1
3722,0
3723,0
3724,0
3725,1
3726,1
3727,0
3728,0
3729,0
3730,1
3731,1
3732,1
3733,0
3734,1
3735,1
3736,0
3737,0
3738,0
3739,1
3740,1
3741,1
3742,1
3743,1
3744,0
3745,1
3746,0
3747,1
3748,1
3749,1
3750,0
3751,0
3752,0
3753,1
3754,0
3755,0
3756,0
3757,0
3758,1
3759,1
3760,0
3761,0
3762,0
3763,1
3764,1
3765,1
3766,1
3767,0
3768,1
3769,0
3770,1
3771,0
3772,1
3773,0
3774,1
3775,0
3776,1
3777,0
3778,1
3779,1
3780,1
3781,1
3782,1
3783,0
3784,1
3785,0
3786,1
3787,1
3788,0
3789,1
3790,0
3791,1
3792,0
3793,1
3794,1
3795,0
3796,1
3797,1
3798,0
3799,1
3800,1
3801,1
3802,1
3803,1
3804,1
3805,1
3806,1
3807,1
3808,1
3809,0
3810,1
3811,0
3812,1
3813,1
3814,0
3815,1
3816,1
3817,1
3818,0
3819,0
3820,1
3821,0
3822,0
3823,0
3824,1
3825,1
3826,0
3827,1
3828,1
3829,0
3830,0
3831,0
3832,0
3833,0
3834,0
3835,0
3836,1
3837,0
3838,0
3839,0
3840,1
3841,0
3842,1
3843,1
3844,0
3845,0
3846,0
3847,1
3848,1
3849,0
3850,1
3851,0
3852,1
3853,1
3854,1
3855,0
3856,1
3857,0
3858,0
3859,0
3860,1
3861,1
3862,0
3863,0
3864,1
3865,0
3866,1
3867,0
3868,1
3869,0
3870,0
3871,1
3872,1
3873,0
3874,0
3875,0
3876,0
3877,1
3878,1
3879,0
3880,1
3881,1
3882,1
3883,0
3884,1
3885,1
3886,1
3887,1
3888,1
3889,1
3890,0
3891,1
3892,0
3893,1
3894,1
3895,0
3896,0
3897,1
3898,0
3899,0
3900,1
3901,1
3902,0
3903,1
3904,0
3905,0
3906,1
3907,1
3908,1
3909,1
3910,0
3911,1
3912,1
3913,0
3914,0
3915,1
3916,0
3917,1
3918,0
3919,1
3920,0
3921,0
3922,1
3923,1
3924,1
3925,0
3926,1
3927,0
3928,1
3929,0
3930,1
3931,0
3932,1
3933,1
3934,1
3935,0
3936,0
3937,1
3938,0
3939,1
3940,0
3941,0
3942,1
3943,1
3944,1
3945,1
3946,1
3947,1
3948,0
3949,1
3950,1
3951,1
3952,0
3953,0
3954,0
3955,0
3956,0
3957,1
3958,1
3959,0
3960,1
3961,1
3962,0
3963,1
3964,0
3965,0
3966,0
3967,0
3968,1
3969,1
3970,1
3971,1
3972,1
3973,0
3974,0
3975,1
3976,0
3977,0
3978,1
3979,1
3980,1
3981,0
3982,1
3983,1
3984,0
3985,1
3986,0
3987,1
3988,0
3989,0
3990,0
3991,0
3992,1
3993,1
3994,0
3995,1
3996,0
3997,1
3998,0
3999,0
4000,0
4001,0
4002,1
4003,1
4004,1
4005,0
4006,1
4007,1
4008,1
4009,0
4010,1
4011,1
4012,0
4013,1
4014,1
4015,1
4016,0
4017,1
4018,1
4019,1
4020,0
4021,1
4022,0
4023,0
4024,0
4025,1
4026,0
4027,1
4028,1
4029,0
4030,1
4031,0
4032,1
4033,0
4034,1
4035,1
4036,1
4037,1
4038,1
4039,0
4040,1
4041,0
4042,1
4043,1
4044,0
4045,1
4046,1
4047,0
4048,1
4049,0
4050,1
4051,0
4052,1
4053,0
4054,0
4055,0
4056,1
4057,1
4058,1
4059,1
4060,0
4061,0
4062,0
4063,0
4064,1
4065,1
4066,0
4067,1
4068,0
4069,0
4070,1
4071,0
4072,1
4073,0
4074,0
4075,1
4076,0
4077,1
4078,0
4079,1
4080,1
4081,0
4082,0
4083,1
4084,1
4085,1
4086,0
4087,1
4088,0
4089,1
4090,1
4091,1
4092,1
4093,0
4094,1
4095,1
4096,0
4097,1
4098,1
4099,1
4100,1
4101,0
4102,1
4103,0
4104,1
4105,0
4106,1
4107,0
4108,0
4109,1
4110,1
4111,0
4112,0
4113,1
4114,1
4115,1
4116,0
4117,1
4118,0
4119,0
4120,1
4121,0
4122,1
4123,0
4124,1
4125,1
4126,1
4127,1
4128,1
4129,0
4130,1
4131,0
4132,0
4133,0
4134,0
4135,0
4136,1
4137,0
4138,1
4139,0
4140,1
4141,1
4142,0
4143,0
4144,0
4145,1
4146,1
4147,1
4148,1
4149,0
4150,0
4151,1
4152,1
4153,1
4154,0
4155,1
4156,1
4157,1
4158,1
4159,0
4160,0
4161,1
4162,0
4163,0
4164,1
4165,0
4166,1
4167,0
4168,0
4169,0
4170,0
4171,0
4172,0
4173,1
4174,1
4175,1
4176,1
4177,1
4178,1
4179,1
4180,0
4181,0
4182,1
4183,1
4184,1
4185,1
4186,0
4187,0
4188,1
4189,1
4190,0
4191,0
4192,1
4193,1
4194,0
4195,1
4196,0
4197,1
4198,1
4199,1
4200,0
4201,1
4202,0
4203,1
4204,0
4205,1
4206,1
4207,1
4208,1
4209,0
4210,1
4211,0
4212,1
4213,1
4214,0
4215,0
4216,1
4217,1
4218,0
4219,1
4220,1
4221,1
4222,0
4223,1
4224,0
4225,0
4226,1
4227,1
4228,0
4229,1
4230,0
4231,1
4232,1
4233,0
4234,1
4235,1
4236,1
4237,1
4238,1
4239,0
4240,0
4241,0
4242,1
4243,1
4244,0
4245,1
4246,0
4247,0
4248,0
4249,0
4250,0
4251,0
4252,1
4253,1
4254,1
4255,1
4256,0
4257,1
4258,1
4259,1
4260,1
4261,0
4262,1
4263,0
4264,1
4265,0
4266,1
4267,1
4268,0
4269,1
4270,1
4271,0
4272,1
4273,0
4274,0
4275,1
4276,0
4277,1
4278,0
4279,0
4280,1
4281,1
4282,1
4283,0
4284,1
4285,0
4286,1
4287,1
4288,0
4289,1
4290,0
4291,1
4292,0
4293,1
4294,1
4295,1
4296,0
4297,0
4298,1
4299,1
4300,1
4301,1
4302,1
4303,0
4304,0
4305,1
4306,1
4307,0
4308,1
4309,1
4310,1
4311,0
4312,0
4313,1
4314,1
4315,1
4316,1
4317,0
4318,1
4319,0
4320,1
4321,1
4322,0
4323,0
4324,1
4325,1
4326,1
4327,0
4328,1
4329,1
4330,0
4331,1
4332,1
4333,1
4334,0
4335,0
4336,0
4337,1
4338,0
4339,1
4340,0
4341,1
4342,1
4343,1
4344,0
4345,0
4346,0
4347,0
4348,1
4349,0
4350,0
4351,0
4352,0
4353,0
4354,0
4355,0
4356,1
4357,1
4358,1
4359,0
4360,0
4361,1
4362,0
4363,1
4364,1
4365,1
4366,1
4367,0
4368,1
4369,0
4370,1
4371,0
4372,1
4373,1
4374,0
4375,0
4376,1
4377,0
4378,1
4379,1
4380,1
4381,0
4382,0
4383,1
4384,0
4385,0
4386,1
4387,1
4388,0
4389,1
4390,0
4391,1
4392,0
4393,1
4394,0
4395,1
4396,1
4397,1
4398,1
4399,0
4400,0
4401,1
4402,1
4403,0
4404,0
4405,0
4406,1
4407,0
4408,1
4409,1
4410,1
4411,0
4412,0
4413,0
4414,1
4415,0
4416,1
4417,1
4418,1
4419,0
4420,1
4421,0
4422,0
4423,1
4424,1
4425,1
4426,0
4427,1
4428,1
4429,1
4430,0
4431,0
4432,0
4433,0
4434,1
4435,0
4436,1
4437,0
4438,1
4439,0
4440,1
4441,1
4442,1
4443,1
4444,1
4445,1
4446,1
4447,1
4448,1
4449,1
4450,1
4451,1
4452,0
4453,1
4454,1
4455,1
4456,0
4457,0
4458,1
4459,1
4460,1
4461,1
4462,1
4463,1
4464,1
4465,0
4466,0
4467,1
4468,1
4469,0
4470,0
4471,1
4472,1
4473,0
4474,0
4475,1
4476,0
4477,0
4478,0
4479,1
4480,1
4481,1
4482,1
4483,1
4484,1
4485,0
4486,1
4487,0
4488,1
4489,0
4490,1
4491,1
4492,1
4493,0
4494,0
4495,1
4496,1
4497,0
4498,1
4499,1
4500,1
4501,1
4502,1
4503,0
4504,0
4505,1
4506,0
4507,1
4508,0
4509,1
4510,0
4511,0
4512,1
4513,1
4514,1
4515,0
4516,0
4517,0
4518,1
4519,0
4520,0
4521,0
4522,1
4523,0
4524,1
4525,0
4526,1
4527,1
4528,0
4529,0
4530,0
4531,1
4532,0
4533,1
4534,0
4535,1
4536,0
4537,1
4538,0
4539,1
4540,0
4541,1
4542,0
4543,1
4544,1
4545,0
4546,0
4547,1
4548,1
4549,0
4550,1
4551,0
4552,1
4553,1
4554,1
4555,0
4556,0
4557,1
4558,0
4559,0
4560,1
4561,1
4562,0
4563,1
4564,1
4565,1
4566,0
4567,0
4568,1
4569,0
4570,0
4571,1
4572,1
4573,0
4574,1
4575,0
4576,1
4577,1
4578,0
4579,1
4580,1
4581,1
4582,0
4583,1
4584,1
4585,1
4586,1
4587,0
4588,0
4589,0
4590,0
4591,1
4592,0
4593,1
4594,1
4595,0
4596,0
4597,1
4598,1
4599,1
4600,1
4601,0
4602,0
4603,1
4604,1
4605,0
4606,0
4607,1
4608,1
4609,0
4610,0
4611,1
4612,1
4613,1
4614,1
4615,1
4616,1
4617,0
4618,1
4619,0
4620,0
4621,1
4622,0
4623,1
4624,1
4625,1
4626,1
4627,0
4628,1
4629,0
4630,1
4631,1
4632,0
4633,0
4634,0
4635,1
4636,1
4637,1
4638,0
4639,0
4640,0
4641,1
4642,0
4643,0
4644,0
4645,0
4646,0
4647,1
4648,1
4649,1
4650,0
4651,0
4652,1
4653,1
4654,0
4655,1
4656,1
4657,1
4658,1
4659,1
4660,0
4661,1
4662,1
4663,1
4664,0
4665,1
4666,1
4667,0
4668,1
4669,1
4670,1
4671,1
4672,0
4673,0
4674,1
4675,1
4676,1
4677,0
4678,0
4679,0
4680,0
4681,1
4682,0
4683,0
4684,1
4685,1
4686,0
4687,0
4688,0
4689,1
4690,1
4691,0
4692,1
4693,0
4694,1
4695,0
4696,0
4697,1
4698,1
4699,0
4700,1
4701,1
4702,0
4703,0
4704,0
4705,1
4706,1
4707,1
4708,1
4709,1
4710,1
4711,1
4712,0
4713,1
4714,1
4715,1
4716,1
4717,0
4718,1
4719,0
4720,0
4721,1
4722,0
4723,1
4724,0
4725,1
4726,1
4727,1
4728,1
4729,1
4730,0
4731,0
4732,1
4733,1
4734,0
4735,0
4736,0
4737,1
4738,1
4739,0
4740,1
4741,1
4742,0
4743,0
4744,0
4745,1
4746,1
4747,0
4748,0
4749,0
4750,1
4751,1
4752,1
4753,0
4754,1
4755,1
4756,0
4757,1
4758,1
4759,1
4760,1
4761,1
4762,1
4763,1
4764,0
4765,0
4766,0
4767,0
4768,0
4769,0
4770,0
4771,1
4772,1
4773,0
4774,1
4775,0
4776,0
4777,1
4778,1
4779,0
4780,1
4781,1
4782,1
4783,1
4784,1
4785,1
4786,1
4787,0
4788,1
4789,0
4790,1
4791,1
4792,1
4793,0
4794,0
4795,1
4796,1
4797,1
4798,1
4799,0
4800,1
4801,0
4802,1
4803,0
4804,0
4805,0
4806,1
4807,1
4808,1
4809,0
4810,1
4811,1
4812,1
4813,0
4814,1
4815,1
4816,1
4817,0
4818,0
4819,0
4820,0
4821,1
4822,1
4823,1
4824,1
4825,0
4826,1
4827,1
4828,0
4829,1
4830,0
4831,1
4832,1
4833,0
4834,1
4835,0
4836,1
4837,1
4838,1
4839,1
4840,0
4841,1
4842,0
4843,0
4844,1
4845,0
4846,1
4847,0
4848,1
4849,0
4850,0
4851,1
4852,1
4853,1
4854,1
4855,0
4856,0
4857,0
4858,0
4859,1
4860,0
4861,1
4862,1
4863,0
4864,0
4865,0
4866,1
4867,0
4868,1
4869,1
4870,0
4871,1
4872,1
4873,1
4874,0
4875,0
4876,1
4877,1
4878,0
4879,1
4880,0
4881,0
4882,1
4883,1
4884,0
4885,1
4886,0
4887,0
4888,1
4889,1
4890,0
4891,0
4892,1
4893,1
4894,1
4895,0
4896,0
4897,0
4898,0
4899,0
4900,0
4901,1
4902,1
4903,1
4904,1
4905,1
4906,1
4907,1
4908,0
4909,0
4910,0
4911,1
4912,0
4913,1
4914,0
4915,0
4916,1
4917,0
4918,0
4919,1
4920,0
4921,1
4922,0
4923,1
4924,0
4925,0
4926,1
4927,1
4928,0
4929,1
4930,1
4931,1
4932,1
4933,1
4934,1
4935,0
4936,1
4937,1
4938,1
4939,0
4940,0
4941,0
4942,1
4943,0
4944,1
4945,1
4946,1
4947,1
4948,1
4949,1
4950,1
4951,0
4952,0
4953,0
4954,0
4955,1
4956,0
4957,1
4958,1
4959,1
4960,1
4961,1
4962,1
4963,0
4964,1
4965,0
4966,0
4967,1
4968,0
4969,0
4970,0
4971,0
4972,1
4973,0
4974,1
4975,0
4976,1
4977,1
4978,0
4979,0
4980,1
4981,1
4982,1
4983,1
4984,1
4985,1
4986,1
4987,1
4988,0
4989,1
4990,0
4991,0
4992,1
4993,1
4994,1
4995,0
4996,0
4997,1
4998,0
4999,1
5000,1
5001,0
5002,1
5003,0
5004,0
5005,1
5006,1
5007,1
5008,0
5009,0
5010,0
5011,0
5012,0
5013,0
5014,1
5015,1
5016,1
5017,0
5018,1
5019,0
5020,0
5021,1
5022,1
5023,1
5024,1
5025,0
5026,1
5027,0
5028,1
5029,1
5030,1
5031,0
5032,0
5033,1
5034,1
5035,0
5036,1
5037,0
5038,1
5039,1
5040,0
5041,0
5042,1
5043,1
5044,1
5045,1
5046,0
5047,0
5048,1
5049,0
5050,0
5051,1
5052,1
5053,0
5054,0
5055,0
5056,0
5057,1
5058,0
5059,1
5060,1
5061,0
5062,1
5063,0
5064,0
5065,1
5066,0
5067,0
5068,0
5069,1
5070,0
5071,0
5072,0
5073,1
5074,1
5075,0
5076,1
5077,0
5078,1
5079,1
5080,0
5081,1
5082,1
5083,1
5084,1
5085,1
5086,1
5087,0
5088,1
5089,1
5090,0
5091,1
5092,0
5093,0
5094,1
5095,1
5096,1
5097,1
5098,1
5099,0
5100,0
5101,1
5102,0
5103,1
5104,1
5105,1
5106,1
5107,0
5108,1
5109,1
5110,1
5111,1
5112,0
5113,0
5114,1
5115,1
5116,1
5117,0
5118,0
5119,1
5120,1
5121,1
5122,1
5123,0
5124,0
5125,1
5126,1
5127,1
5128,1
5129,1
5130,1
5131,1
5132,1
5133,1
5134,0
5135,0
5136,0
5137,1
5138,1
5139,0
5140,1
5141,0
5142,0
5143,0
5144,1
5145,1
5146,1
5147,1
5148,1
5149,0
5150,0
5151,1
5152,0
5153,1
5154,0
5155,1
5156,1
5157,1
5158,1
5159,1
5160,1
5161,1
5162,0
5163,0
5164,0
5165,1
5166,1
5167,0
5168,0
5169,0
5170,1
5171,0
5172,0
5173,1
5174,1
5175,0
5176,1
5177,0
5178,0
5179,1
5180,0
5181,0
5182,1
5183,1
5184,1
5185,1
5186,1
5187,1
5188,1
5189,1
5190,1
5191,0
5192,0
5193,0
5194,1
5195,0
5196,0
5197,1
5198,0
5199,1
5200,0
5201,1
5202,1
5203,0
5204,0
5205,0
5206,1
5207,1
5208,1
5209,1
5210,1
5211,1
5212,1
5213,0
5214,0
5215,1
5216,0
5217,1
5218,0
5219,1
5220,1
5221,1
5222,1
5223,0
5224,1
5225,0
5226,1
5227,1
5228,1
5229,0
5230,1
5231,0
5232,0
5233,1
5234,1
5235,0
5236,1
5237,0
5238,1
5239,1
5240,1
5241,1
5242,1
5243,1
5244,1
5245,1
5246,1
5247,0
5248,1
5249,0
5250,1
5251,0
5252,1
5253,1
5254,0
5255,0
5256,1
5257,0
5258,0
5259,1
5260,0
5261,1
5262,1
5263,1
5264,0
5265,1
5266,1
5267,1
5268,0
5269,0
5270,1
5271,1
5272,1
5273,1
5274,1
5275,1
5276,1
5277,0
5278,1
5279,1
5280,0
5281,0
5282,1
5283,0
5284,0
5285,1
5286,0
5287,1
5288,1
5289,0
5290,1
5291,0
5292,0
5293,1
5294,1
5295,1
5296,0
5297,1
5298,1
5299,0
5300,1
5301,0
5302,0
5303,1
5304,1
5305,0
5306,1
5307,1
5308,1
5309,1
5310,1
5311,1
5312,0
5313,1
5314,0
5315,0
5316,0
5317,1
5318,1
5319,0
5320,0
5321,1
5322,1
5323,1
5324,0
5325,0
5326,1
5327,0
5328,0
5329,0
5330,0
5331,0
5332,1
5333,0
5334,1
5335,0
5336,1
5337,0
5338,0
5339,0
5340,1
5341,0
5342,1
5343,0
5344,0
5345,0
5346,1
5347,0
5348,0
5349,0
5350,1
5351,0
5352,1
5353,0
5354,0
5355,1
5356,0
5357,1
5358,1
5359,0
5360,0
5361,0
5362,0
5363,0
5364,1
5365,1
5366,1
5367,1
5368,0
5369,1
5370,1
5371,1
5372,1
5373,1
5374,0
5375,1
5376,1
5377,1
5378,0
5379,0
5380,0
5381,0
5382,0
5383,1
5384,0
5385,1
5386,1
5387,1
5388,0
5389,1
5390,1
5391,1
5392,0
5393,1
5394,0
5395,1
5396,1
5397,1
5398,1
5399,0
5400,1
5401,0
5402,1
5403,1
5404,0
5405,1
5406,0
5407,1
5408,1
5409,1
5410,1
5411,0
5412,0
5413,0
5414,1
5415,0
5416,1
5417,1
5418,0
5419,0
5420,1
5421,1
5422,1
5423,0
5424,0
5425,1
5426,0
5427,1
5428,0
5429,0
5430,0
5431,1
5432,0
5433,0
5434,0
5435,1
5436,0
5437,1
5438,1
5439,1
5440,0
5441,1
5442,0
5443,1
5444,1
5445,0
5446,1
5447,1
5448,1
5449,0
5450,1
5451,1
5452,0
5453,0
5454,1
5455,0
5456,1
5457,0
5458,0
5459,0
5460,1
5461,1
5462,1
5463,1
5464,1
5465,0
5466,1
5467,1
5468,0
5469,1
5470,1
5471,1
5472,1
5473,0
5474,1
5475,0
5476,0
5477,1
5478,0
5479,0
5480,0
5481,1
5482,0
5483,0
5484,1
5485,1
5486,1
5487,0
5488,0
5489,1
5490,0
5491,0
5492,0
5493,0
5494,1
5495,1
5496,0
5497,1
5498,0
5499,1
5500,0
5501,1
5502,1
5503,0
5504,1
5505,0
5506,1
5507,1
5508,0
5509,1
5510,1
5511,1
5512,0
5513,1
5514,1
5515,0
5516,1
5517,1
5518,0
5519,0
5520,1
5521,1
5522,1
5523,0
5524,1
5525,0
5526,1
5527,1
5528,0
5529,1
5530,0
5531,1
5532,1
5533,0
5534,1
5535,1
5536,0
5537,0
5538,1
5539,0
5540,0
5541,1
5542,0
5543,1
5544,1
5545,0
5546,0
5547,1
5548,0
5549,1
5550,0
5551,1
5552,1
5553,0
5554,0
5555,1
5556,1
5557,0
5558,1
5559,0
5560,0
5561,1
5562,1
5563,1
5564,0
5565,0
5566,0
5567,0
5568,1
5569,0
5570,0
5571,0
5572,1
5573,0
5574,0
5575,1
5576,1
5577,0
5578,1
5579,1
5580,1
5581,0
5582,1
5583,1
5584,1
5585,1
5586,0
5587,1
5588,1
5589,1
5590,1
5591,1
5592,1
5593,1
5594,1
5595,1
5596,1
5597,0
5598,0
5599,1
5600,0
5601,1
5602,0
5603,1
5604,0
5605,1
5606,1
5607,0
5608,1
5609,1
5610,1
5611,0
5612,0
5613,1
5614,0
5615,1
5616,0
5617,1
5618,1
5619,0
5620,1
5621,0
5622,0
5623,0
5624,0
5625,1
5626,1
5627,0
5628,0
5629,0
5630,0
5631,0
5632,1
5633,1
5634,0
5635,0
5636,1
5637,1
5638,0
5639,1
5640,1
5641,0
5642,0
5643,0
5644,0
5645,0
5646,1
5647,0
5648,1
5649,0
5650,0
5651,1
5652,0
5653,1
5654,0
5655,0
5656,0
5657,1
5658,0
5659,0
5660,0
5661,1
5662,1
5663,0
5664,0
5665,0
5666,0
5667,0
5668,1
5669,1
5670,1
5671,1
5672,1
5673,0
5674,0
5675,0
5676,0
5677,1
5678,1
5679,0
5680,1
5681,1
5682,0
5683,0
5684,1
5685,0
5686,0
5687,1
5688,1
5689,0
5690,0
5691,0
5692,1
5693,0
5694,1
5695,1
5696,0
5697,1
5698,0
5699,1
5700,1
5701,0
5702,1
5703,0
5704,0
5705,0
5706,0
5707,1
5708,0
5709,0
5710,1
5711,0
5712,1
5713,0
5714,1
5715,1
5716,1
5717,0
5718,0
5719,0
5720,1
5721,1
5722,0
5723,1
5724,0
5725,1
5726,0
5727,0
5728,1
5729,1
5730,0
5731,1
5732,1
5733,1
5734,1
5735,1
5736,1
5737,1
5738,1
5739,1
5740,1
5741,1
5742,1
5743,0
5744,1
5745,0
5746,1
5747,0
5748,0
5749,1
5750,1
5751,0
5752,0
5753,0
5754,0
5755,0
5756,1
5757,1
5758,1
5759,1
5760,1
5761,1
5762,1
5763,0
5764,0
5765,1
5766,0
5767,0
5768,0
5769,1
5770,1
5771,1
5772,1
5773,0
5774,1
5775,0
5776,0
5777,1
5778,1
5779,0
5780,1
5781,0
5782,0
5783,0
5784,1
5785,0
5786,1
5787,0
5788,1
5789,0
5790,0
5791,0
5792,0
5793,1
5794,0
5795,1
5796,1
