,dysp
2998,0
2999,0
3000,1
3001,1
3002,0
3003,1
3004,1
3005,1
3006,1
3007,1
3008,0
3009,1
3010,1
3011,1
3012,1
3013,1
3014,1
3015,0
3016,1
3017,0
3018,0
3019,1
3020,0
3021,1
3022,0
3023,1
3024,1
3025,1
3026,0
3027,0
3028,1
3029,0
3030,1
3031,1
3032,1
3033,0
3034,1
3035,0
3036,1
3037,1
3038,1
3039,1
3040,0
3041,0
3042,1
3043,1
3044,1
3045,1
3046,0
3047,0
3048,0
3049,1
3050,1
3051,0
3052,1
3053,0
3054,0
3055,1
3056,1
3057,0
3058,1
3059,0
3060,1
3061,1
3062,0
3063,0
3064,1
3065,1
3066,0
3067,0
3068,0
3069,0
3070,0
3071,1
3072,0
3073,0
3074,0
3075,1
3076,1
3077,0
3078,0
3079,1
3080,0
3081,1
3082,1
3083,0
3084,1
3085,1
3086,1
3087,1
3088,1
3089,1
3090,0
3091,1
3092,0
3093,1
3094,1
3095,1
3096,0
3097,1
3098,1
3099,1
3100,0
3101,0
3102,1
3103,0
3104,0
3105,1
3106,0
3107,0
3108,1
3109,1
3110,0
3111,1
3112,1
3113,0
3114,0
3115,0
3116,0
3117,0
3118,1
3119,1
3120,1
3121,1
3122,1
3123,0
3124,0
3125,1
3126,0
3127,0
3128,1
3129,0
3130,0
3131,1
3132,1
3133,1
3134,1
3135,0
3136,1
3137,0
3138,1
3139,1
3140,1
3141,1
3142,0
3143,1
3144,1
3145,1
3146,1
3147,0
3148,1
3149,1
3150,0
3151,0
3152,1
3153,0
3154,1
3155,1
3156,1
3157,1
3158,1
3159,0
3160,1
3161,1
3162,0
3163,0
3164,1
3165,0
3166,0
3167,1
3168,1
3169,1
3170,0
3171,1
3172,1
3173,1
3174,1
3175,0
3176,0
3177,1
3178,1
3179,0
3180,0
3181,1
3182,1
3183,1
3184,1
3185,1
3186,1
3187,1
3188,0
3189,1
3190,1
3191,0
3192,1
3193,0
3194,0
3195,1
3196,0
3197,1
3198,0
3199,1
3200,0
3201,1
3202,1
3203,1
3204,1
3205,1
3206,1
3207,1
3208,1
3209,1
3210,0
3211,1
3212,1
3213,1
3214,0
3215,0
3216,0
3217,1
3218,1
3219,1
3220,1
3221,0
3222,1
3223,0
3224,0
3225,0
3226,1
3227,0
3228,1
3229,0
3230,1
3231,0
3232,0
3233,0
3234,1
3235,0
3236,0
3237,0
3238,0
3239,1
3240,1
3241,1
3242,0
3243,0
3244,0
3245,1
3246,1
3247,1
3248,1
3249,0
3250,1
3251,1
3252,1
3253,1
3254,1
3255,1
3256,0
3257,0
3258,1
3259,1
3260,1
3261,0
3262,1
3263,0
3264,1
3265,0
3266,1
3267,1
3268,0
3269,0
3270,1
3271,1
3272,1
3273,1
3274,0
3275,0
3276,1
3277,0
3278,1
3279,0
3280,0
3281,0
3282,0
3283,0
3284,1
3285,1
3286,0
3287,0
3288,1
3289,1
3290,1
3291,1
3292,1
3293,0
3294,1
3295,1
3296,0
3297,1
3298,1
3299,1
3300,1
3301,0
3302,1
3303,0
3304,1
3305,0
3306,1
3307,1
3308,1
3309,0
3310,0
3311,1
3312,1
3313,0
3314,0
3315,1
3316,1
3317,1
3318,0
3319,1
3320,1
3321,0
3322,1
3323,1
3324,0
3325,1
3326,0
3327,1
3328,1
3329,0
3330,1
3331,0
3332,1
3333,1
3334,0
3335,1
3336,0
3337,1
3338,1
3339,1
3340,1
3341,0
3342,1
3343,1
3344,1
3345,0
3346,1
3347,1
3348,1
3349,0
3350,0
3351,0
3352,0
3353,1
3354,1
3355,1
3356,0
3357,1
3358,1
3359,0
3360,1
3361,1
3362,1
3363,1
3364,0
3365,1
3366,1
3367,1
3368,0
3369,0
3370,1
3371,1
3372,1
3373,0
3374,1
3375,1
3376,1
3377,0
3378,0
3379,1
3380,1
3381,1
3382,1
3383,1
3384,0
3385,1
3386,0
3387,1
3388,0
3389,1
3390,0
3391,0
3392,0
3393,1
3394,1
3395,0
3396,1
3397,0
3398,0
3399,1
3400,1
3401,0
3402,0
3403,1
3404,1
3405,1
3406,1
3407,1
3408,1
3409,0
3410,1
3411,1
3412,1
3413,1
3414,1
3415,0
3416,0
3417,0
3418,0
3419,1
3420,0
3421,1
3422,1
3423,1
3424,0
3425,0
3426,1
3427,0
3428,1
3429,1
3430,0
3431,1
3432,1
3433,0
3434,0
3435,1
3436,1
3437,1
3438,1
3439,0
3440,1
3441,1
3442,1
3443,1
3444,1
3445,0
3446,1
3447,0
3448,1
3449,0
3450,0
3451,0
3452,0
3453,1
3454,0
3455,1
3456,0
3457,0
3458,0
3459,0
3460,1
3461,0
3462,0
3463,1
3464,0
3465,0
3466,1
3467,1
3468,0
3469,0
3470,1
3471,1
3472,1
3473,1
3474,1
3475,1
3476,1
3477,0
3478,0
3479,0
3480,1
3481,0
3482,0
3483,1
3484,0
3485,1
3486,0
3487,0
3488,1
3489,0
3490,0
3491,0
3492,0
3493,1
3494,1
3495,0
3496,0
3497,1
3498,1
3499,1
3500,1
3501,0
3502,0
3503,1
3504,1
3505,0
3506,0
3507,1
3508,1
3509,0
3510,1
3511,0
3512,1
3513,0
3514,1
3515,1
3516,0
3517,1
3518,1
3519,1
3520,0
3521,1
3522,1
3523,1
3524,1
3525,1
3526,0
3527,1
3528,1
3529,1
3530,0
3531,1
3532,1
3533,1
3534,1
3535,1
3536,1
3537,0
3538,1
3539,0
3540,0
3541,1
3542,0
3543,0
3544,0
3545,0
3546,0
3547,0
3548,0
3549,1
3550,0
3551,0
3552,0
3553,1
3554,0
3555,1
3556,1
3557,1
3558,1
3559,0
3560,1
3561,1
3562,0
3563,0
3564,1
3565,1
3566,0
3567,1
3568,1
3569,0
3570,0
3571,1
3572,1
3573,0
3574,0
3575,0
3576,1
3577,1
3578,0
3579,0
3580,1
3581,1
3582,1
3583,0
3584,1
3585,0
3586,0
3587,1
3588,1
3589,1
3590,1
3591,0
3592,0
3593,0
3594,1
3595,1
3596,1
3597,1
3598,0
3599,1
3600,0
3601,0
3602,1
3603,0
3604,1
3605,1
3606,0
3607,1
3608,1
3609,1
3610,0
3611,1
3612,0
3613,0
3614,1
3615,1
3616,1
3617,0
3618,0
3619,1
3620,1
3621,1
3622,1
3623,1
3624,1
3625,0
3626,0
3627,1
3628,0
3629,0
3630,1
3631,1
3632,1
3633,1
3634,1
3635,0
3636,1
3637,1
3638,1
3639,1
3640,0
3641,1
3642,0
3643,0
3644,1
3645,0
3646,1
3647,1
3648,0
3649,1
3650,1
3651,1
3652,1
3653,0
3654,1
3655,1
3656,1
3657,1
3658,1
3659,0
3660,1
3661,1
3662,0
3663,1
3664,1
3665,1
3666,1
3667,1
3668,1
3669,0
3670,1
3671,1
3672,1
3673,1
3674,1
3675,1
3676,1
3677,0
3678,1
3679,0
3680,1
3681,0
3682,0
3683,0
3684,0
3685,0
3686,1
3687,0
3688,1
3689,0
3690,0
3691,1
3692,0
3693,1
3694,1
3695,0
3696,0
3697,1
3698,1
3699,1
3700,0
3701,0
3702,0
3703,1
3704,1
3705,1
3706,0
3707,1
3708,0
3709,1
3710,0
3711,1
3712,0
3713,1
3714,0
3715,0
3716,0
3717,0
3718,1
3719,0
3720,0
3721,0
3722,1
3723,1
3724,0
3725,0
3726,1
3727,0
3728,0
3729,1
3730,1
3731,1
3732,1
3733,1
3734,0
3735,0
3736,0
3737,0
3738,0
3739,1
3740,0
3741,0
3742,0
3743,0
3744,1
3745,1
3746,0
3747,0
3748,0
3749,0
3750,1
3751,0
3752,0
3753,0
3754,0
3755,1
3756,0
3757,1
3758,1
3759,0
3760,1
3761,0
3762,1
3763,0
3764,1
3765,1
3766,1
3767,0
3768,1
3769,0
3770,0
3771,0
3772,1
3773,1
3774,0
3775,1
3776,0
3777,1
3778,0
3779,0
3780,1
3781,1
3782,0
3783,0
3784,0
3785,0
3786,1
3787,1
3788,1
3789,0
3790,0
3791,0
3792,0
3793,0
3794,1
3795,0
3796,1
3797,0
3798,1
3799,0
3800,0
3801,0
3802,1
3803,1
3804,1
3805,1
3806,1
3807,1
3808,1
3809,1
3810,0
3811,0
3812,1
3813,1
3814,0
3815,0
3816,1
3817,0
3818,1
3819,0
3820,1
3821,1
3822,1
3823,0
3824,1
3825,1
3826,0
3827,1
3828,1
3829,1
3830,1
3831,0
3832,0
3833,0
3834,0
3835,1
3836,0
3837,0
3838,1
3839,1
3840,1
3841,0
3842,1
3843,1
3844,1
3845,1
3846,1
3847,1
3848,1
3849,1
3850,1
3851,0
3852,0
3853,1
3854,0
3855,0
3856,0
3857,1
3858,0
3859,0
3860,1
3861,1
3862,1
3863,1
3864,1
3865,1
3866,0
3867,0
3868,1
3869,0
3870,1
3871,1
3872,1
3873,0
3874,1
3875,1
3876,0
3877,1
3878,0
3879,1
3880,1
3881,0
3882,0
3883,0
3884,1
3885,1
3886,0
3887,1
3888,1
3889,0
3890,0
3891,1
3892,0
3893,0
3894,1
3895,1
3896,1
3897,1
3898,1
3899,0
3900,1
3901,1
3902,1
3903,0
3904,0
3905,1
3906,1
3907,1
3908,0
3909,0
3910,1
3911,0
3912,1
3913,1
3914,0
3915,1
3916,1
3917,0
3918,0
3919,1
3920,0
3921,1
3922,1
3923,1
3924,1
3925,1
3926,1
3927,0
3928,0
3929,1
3930,1
3931,1
3932,0
3933,1
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,1
3942,1
3943,0
3944,1
3945,1
3946,0
3947,1
3948,1
3949,0
3950,1
3951,1
3952,1
3953,0
3954,1
3955,1
3956,1
3957,1
3958,0
3959,1
3960,0
3961,1
3962,0
3963,1
3964,0
3965,1
3966,0
3967,0
3968,0
3969,1
3970,1
3971,0
3972,0
3973,1
3974,0
3975,0
3976,0
3977,0
3978,0
3979,1
3980,1
3981,0
3982,1
3983,0
3984,0
3985,1
3986,1
3987,0
3988,0
3989,1
3990,1
3991,1
3992,0
3993,0
3994,0
3995,0
3996,1
3997,1
3998,0
3999,1
4000,1
4001,1
4002,1
4003,0
4004,0
4005,1
4006,1
4007,1
4008,0
4009,1
4010,0
4011,1
4012,0
4013,1
4014,1
4015,1
4016,0
4017,0
4018,1
4019,0
4020,1
4021,1
4022,0
4023,0
4024,0
4025,1
4026,1
4027,1
4028,1
4029,1
4030,0
4031,0
4032,0
4033,0
4034,0
4035,0
4036,0
4037,1
4038,1
4039,0
4040,0
4041,1
4042,1
4043,1
4044,1
4045,0
4046,0
4047,1
4048,1
4049,0
4050,1
4051,1
4052,1
4053,0
4054,0
4055,1
4056,1
4057,0
4058,1
4059,1
4060,1
4061,0
4062,1
4063,0
4064,1
4065,0
4066,1
4067,1
4068,0
4069,0
4070,0
4071,1
4072,1
4073,0
4074,0
4075,1
4076,0
4077,1
4078,1
4079,0
4080,1
4081,1
4082,1
4083,0
4084,0
4085,0
4086,0
4087,1
4088,0
4089,0
4090,1
4091,1
4092,1
4093,0
4094,0
4095,0
4096,0
4097,1
4098,1
4099,0
4100,1
4101,1
4102,1
4103,0
4104,1
4105,0
4106,0
4107,1
4108,1
4109,1
4110,0
4111,1
4112,1
4113,0
4114,1
4115,0
4116,0
4117,1
4118,0
4119,0
4120,1
4121,0
4122,1
4123,1
4124,1
4125,1
4126,1
4127,1
4128,0
4129,1
4130,0
4131,0
4132,0
4133,1
4134,0
4135,0
4136,1
4137,0
4138,0
4139,1
4140,1
4141,1
4142,1
4143,1
4144,1
4145,0
4146,1
4147,1
4148,1
4149,1
4150,1
4151,0
4152,1
4153,1
4154,1
4155,1
4156,1
4157,0
4158,1
4159,1
4160,1
4161,1
4162,1
4163,0
4164,1
4165,0
4166,0
4167,1
4168,1
4169,0
4170,0
4171,0
4172,1
4173,1
4174,1
4175,1
4176,1
4177,1
4178,1
4179,1
4180,0
4181,1
4182,0
4183,0
4184,1
4185,0
4186,0
4187,1
4188,0
4189,1
4190,1
4191,1
4192,1
4193,0
4194,1
4195,1
4196,1
4197,0
4198,1
4199,0
4200,0
4201,1
4202,1
4203,0
4204,0
4205,1
4206,1
4207,0
4208,0
4209,0
4210,0
4211,0
4212,0
4213,1
4214,1
4215,1
4216,0
4217,1
4218,1
4219,1
4220,1
4221,0
4222,1
4223,0
4224,1
4225,1
4226,1
4227,1
4228,1
4229,1
4230,1
4231,0
4232,1
4233,1
4234,1
4235,0
4236,0
4237,1
4238,1
4239,1
4240,0
4241,0
4242,1
4243,1
4244,0
4245,1
4246,0
4247,1
4248,0
4249,1
4250,0
4251,1
4252,0
4253,0
4254,1
4255,1
4256,1
4257,0
4258,0
4259,0
4260,0
4261,0
4262,0
4263,0
4264,0
4265,0
4266,1
4267,0
4268,1
4269,0
4270,1
4271,0
4272,1
4273,1
4274,1
4275,0
4276,1
4277,0
4278,0
4279,1
4280,0
4281,1
4282,1
4283,0
4284,1
4285,1
4286,0
4287,1
4288,1
4289,1
4290,1
4291,1
4292,0
4293,1
4294,1
4295,0
4296,1
4297,0
4298,0
4299,0
4300,1
4301,1
4302,1
4303,1
4304,0
4305,1
4306,0
4307,0
4308,0
4309,0
4310,1
4311,0
4312,1
4313,0
4314,1
4315,0
4316,1
4317,0
4318,1
4319,1
4320,0
4321,1
4322,0
4323,0
4324,1
4325,1
4326,1
4327,1
4328,0
4329,0
4330,1
4331,1
4332,1
4333,0
4334,0
4335,0
4336,0
4337,0
4338,1
4339,0
4340,1
4341,1
4342,1
4343,1
4344,0
4345,1
4346,1
4347,0
4348,1
4349,1
4350,0
4351,1
4352,1
4353,1
4354,1
4355,1
4356,1
4357,1
4358,0
4359,1
4360,1
4361,1
4362,0
4363,1
4364,0
4365,1
4366,1
4367,1
4368,0
4369,0
4370,1
4371,0
4372,0
4373,0
4374,1
4375,1
4376,0
4377,1
4378,1
4379,0
4380,1
4381,1
4382,1
4383,0
4384,1
4385,1
4386,1
4387,1
4388,1
4389,0
4390,1
4391,0
4392,1
4393,1
4394,1
4395,1
4396,0
4397,1
4398,1
4399,0
4400,1
4401,0
4402,0
4403,0
4404,1
4405,1
4406,0
4407,1
4408,1
4409,1
4410,0
4411,0
4412,0
4413,1
4414,0
4415,1
4416,0
4417,1
4418,0
4419,0
4420,1
4421,1
4422,0
4423,1
4424,1
4425,0
4426,0
4427,0
4428,0
4429,1
4430,1
4431,0
4432,0
4433,0
4434,1
4435,1
4436,0
4437,1
4438,1
4439,1
4440,0
4441,0
4442,1
4443,1
4444,1
4445,1
4446,1
4447,1
4448,1
4449,1
4450,1
4451,0
4452,0
4453,0
4454,1
4455,1
4456,0
4457,1
4458,1
4459,0
4460,1
4461,1
4462,1
4463,1
4464,1
4465,1
4466,0
4467,0
4468,1
4469,1
4470,1
4471,0
4472,1
4473,0
4474,1
4475,1
4476,0
4477,0
4478,1
4479,1
4480,0
4481,1
4482,0
4483,0
4484,1
4485,1
4486,0
4487,1
4488,0
4489,1
4490,1
4491,0
4492,0
4493,1
4494,1
4495,0
4496,1
4497,1
4498,0
4499,0
4500,1
4501,1
4502,1
4503,1
4504,1
4505,0
4506,1
4507,1
4508,1
4509,1
4510,1
4511,1
4512,1
4513,1
4514,1
4515,0
4516,0
4517,0
4518,1
4519,1
4520,0
4521,1
4522,0
4523,1
4524,1
4525,1
4526,1
4527,1
4528,1
4529,0
4530,1
4531,0
4532,0
4533,0
4534,0
4535,1
4536,0
4537,1
4538,0
4539,1
4540,1
4541,1
4542,0
4543,0
4544,1
4545,0
4546,1
4547,0
4548,0
4549,1
4550,1
4551,1
4552,1
4553,0
4554,0
4555,1
4556,0
4557,0
4558,1
4559,0
4560,1
4561,1
4562,0
4563,1
4564,1
4565,0
4566,0
4567,1
4568,1
4569,1
4570,0
4571,1
4572,0
4573,0
4574,1
4575,0
4576,1
4577,0
4578,1
4579,0
4580,1
4581,0
4582,1
4583,1
4584,1
4585,1
4586,1
4587,0
4588,1
4589,0
4590,1
4591,0
4592,1
4593,1
4594,1
4595,1
4596,0
4597,1
4598,1
4599,1
4600,0
4601,0
4602,0
4603,1
4604,0
4605,1
4606,1
4607,1
4608,0
4609,0
4610,0
4611,0
4612,0
4613,0
4614,1
4615,0
4616,0
4617,0
4618,0
4619,0
4620,0
4621,0
4622,1
4623,1
4624,0
4625,0
4626,0
4627,1
4628,0
4629,1
4630,1
4631,0
4632,0
4633,0
4634,0
4635,1
4636,0
4637,0
4638,0
4639,1
4640,0
4641,1
4642,0
4643,1
4644,1
4645,1
4646,1
4647,1
4648,1
4649,1
4650,0
4651,1
4652,0
4653,0
4654,1
4655,1
4656,1
4657,0
4658,1
4659,1
4660,1
4661,0
4662,0
4663,1
4664,0
4665,0
4666,1
4667,0
4668,1
4669,1
4670,0
4671,1
4672,1
4673,0
4674,0
4675,0
4676,1
4677,0
4678,1
4679,0
4680,1
4681,1
4682,0
4683,1
4684,0
4685,1
4686,1
4687,1
4688,0
4689,0
4690,1
4691,1
4692,1
4693,0
4694,1
4695,1
4696,1
4697,0
4698,1
4699,0
4700,1
4701,0
4702,1
4703,1
4704,1
4705,1
4706,1
4707,1
4708,0
4709,0
4710,1
4711,1
4712,0
4713,0
4714,1
4715,1
4716,1
4717,0
4718,1
4719,1
4720,1
4721,1
4722,0
4723,1
4724,1
4725,0
4726,0
4727,1
4728,0
4729,0
4730,1
4731,0
4732,0
4733,1
4734,1
4735,1
4736,1
4737,1
4738,0
4739,1
4740,1
4741,0
4742,1
4743,0
4744,1
4745,1
4746,1
4747,0
4748,1
4749,1
4750,0
4751,0
4752,1
4753,1
4754,1
4755,1
4756,1
4757,1
4758,1
4759,0
4760,1
4761,1
4762,0
4763,1
4764,1
4765,0
4766,1
4767,1
4768,0
4769,0
4770,1
4771,1
4772,0
4773,1
4774,0
4775,1
4776,0
4777,0
4778,0
4779,0
4780,0
4781,0
4782,0
4783,1
4784,1
4785,0
4786,1
4787,0
4788,0
4789,0
4790,0
4791,0
4792,1
4793,0
4794,0
4795,0
4796,1
4797,0
4798,0
4799,0
4800,1
4801,1
4802,0
4803,1
4804,0
4805,1
4806,1
4807,0
4808,1
4809,1
4810,1
4811,1
4812,0
4813,1
4814,0
4815,1
4816,1
4817,1
4818,1
4819,1
4820,0
4821,0
4822,0
4823,0
4824,1
4825,0
4826,0
4827,1
4828,0
4829,1
4830,0
4831,1
4832,1
4833,0
4834,1
4835,1
4836,0
4837,1
4838,0
4839,0
4840,1
4841,1
4842,1
4843,1
4844,1
4845,1
4846,0
4847,1
4848,1
4849,1
4850,0
4851,1
4852,1
4853,1
4854,1
4855,1
4856,0
4857,0
4858,1
4859,1
4860,0
4861,0
4862,1
4863,1
4864,0
4865,0
4866,0
4867,1
4868,0
4869,1
4870,0
4871,1
4872,1
4873,1
4874,0
4875,1
4876,0
4877,0
4878,1
4879,0
4880,1
4881,0
4882,1
4883,1
4884,1
4885,0
4886,1
4887,1
4888,0
4889,0
4890,1
4891,1
4892,1
4893,0
4894,0
4895,1
4896,1
4897,0
4898,1
4899,0
4900,0
4901,0
4902,1
4903,1
4904,1
4905,0
4906,1
4907,0
4908,0
4909,0
4910,0
4911,0
4912,0
4913,1
4914,0
4915,0
4916,1
4917,0
4918,1
4919,0
4920,1
4921,0
4922,1
4923,0
4924,1
4925,0
4926,1
4927,1
4928,1
4929,1
4930,0
4931,1
4932,1
4933,0
4934,1
4935,1
4936,0
4937,0
4938,1
4939,0
4940,1
4941,0
4942,1
4943,1
4944,1
4945,1
4946,0
4947,1
4948,1
4949,1
4950,0
4951,1
4952,0
4953,0
4954,1
4955,1
4956,0
4957,0
4958,0
4959,0
4960,0
4961,0
4962,1
4963,1
4964,1
4965,1
4966,1
4967,0
4968,1
4969,1
4970,1
4971,1
4972,1
4973,0
4974,1
4975,0
4976,1
4977,0
4978,1
4979,1
4980,0
4981,1
4982,0
4983,0
4984,1
4985,0
4986,1
4987,0
4988,0
4989,1
4990,1
4991,0
4992,1
4993,0
4994,0
4995,1
4996,0
4997,1
4998,0
4999,1
5000,0
5001,1
5002,1
5003,0
5004,0
5005,1
5006,1
5007,1
5008,1
5009,1
5010,0
5011,0
5012,1
5013,0
5014,1
5015,0
5016,0
5017,0
5018,0
5019,0
5020,1
5021,1
5022,0
5023,1
5024,0
5025,0
5026,0
5027,0
5028,0
5029,0
5030,1
5031,0
5032,1
5033,1
5034,1
5035,1
5036,0
5037,0
5038,0
5039,1
5040,0
5041,0
5042,0
5043,1
5044,1
5045,1
5046,1
5047,1
5048,1
5049,1
5050,0
5051,0
5052,1
5053,1
5054,0
5055,1
5056,1
5057,1
5058,1
5059,0
5060,0
5061,0
5062,0
5063,1
5064,1
5065,0
5066,1
5067,1
5068,0
5069,1
5070,1
5071,1
5072,0
5073,0
5074,0
5075,0
5076,0
5077,0
5078,1
5079,1
5080,1
5081,1
5082,0
5083,0
5084,0
5085,0
5086,1
5087,0
5088,1
5089,1
5090,1
5091,0
5092,1
5093,1
5094,1
5095,1
5096,0
5097,1
5098,1
5099,1
5100,0
5101,0
5102,1
5103,1
5104,1
5105,1
5106,0
5107,0
5108,0
5109,0
5110,1
5111,1
5112,0
5113,1
5114,1
5115,1
5116,1
5117,1
5118,1
5119,1
5120,1
5121,1
5122,0
5123,0
5124,1
5125,1
5126,1
5127,0
5128,0
5129,0
5130,0
5131,0
5132,0
5133,0
5134,1
5135,0
5136,0
5137,1
5138,0
5139,0
5140,0
5141,1
5142,0
5143,1
5144,1
5145,0
5146,0
5147,1
5148,0
5149,1
5150,0
5151,0
5152,0
5153,1
5154,1
5155,0
5156,1
5157,1
5158,1
5159,1
5160,0
5161,0
5162,0
5163,1
5164,0
5165,0
5166,1
5167,1
5168,0
5169,1
5170,0
5171,0
5172,1
5173,1
5174,1
5175,1
5176,1
5177,1
5178,0
5179,0
5180,0
5181,1
5182,0
5183,0
5184,1
5185,1
5186,1
5187,1
5188,1
5189,0
5190,1
5191,1
5192,1
5193,0
5194,1
5195,1
5196,1
5197,1
5198,1
5199,0
5200,0
5201,1
5202,1
5203,1
5204,1
5205,1
5206,0
5207,0
5208,0
5209,1
5210,1
5211,0
5212,0
5213,0
5214,1
5215,0
5216,1
5217,1
5218,1
5219,0
5220,1
5221,1
5222,0
5223,1
5224,0
5225,0
5226,1
5227,0
5228,1
5229,1
5230,1
5231,1
5232,1
5233,0
5234,0
5235,0
5236,0
5237,1
5238,1
5239,0
5240,0
5241,1
5242,0
5243,0
5244,1
5245,0
5246,1
5247,0
5248,1
5249,0
5250,0
5251,1
5252,1
5253,1
5254,0
5255,0
5256,0
5257,0
5258,1
5259,0
5260,1
5261,0
5262,0
5263,1
5264,1
5265,1
5266,0
5267,0
5268,0
5269,1
5270,0
5271,1
5272,1
5273,0
5274,1
5275,1
5276,1
5277,0
5278,1
5279,1
5280,1
5281,1
5282,0
5283,1
5284,0
5285,0
5286,0
5287,1
5288,1
5289,0
5290,0
5291,1
5292,1
5293,0
5294,1
5295,0
5296,1
5297,0
5298,1
5299,1
5300,0
5301,1
5302,1
5303,1
5304,1
5305,1
5306,0
5307,0
5308,1
5309,0
5310,1
5311,0
5312,1
5313,0
5314,0
5315,1
5316,0
5317,1
5318,0
5319,1
5320,1
5321,0
5322,1
5323,0
5324,0
5325,1
5326,1
5327,1
5328,1
5329,1
5330,0
5331,0
5332,1
5333,0
5334,1
5335,0
5336,1
5337,1
5338,1
5339,1
5340,0
5341,1
5342,0
5343,0
5344,0
5345,1
5346,1
5347,1
5348,1
5349,0
5350,1
5351,1
5352,1
5353,0
5354,1
5355,1
5356,1
5357,1
5358,1
5359,1
5360,1
5361,0
5362,1
5363,1
5364,0
5365,1
5366,1
5367,1
5368,1
5369,1
5370,1
5371,1
5372,0
5373,1
5374,1
5375,1
5376,0
5377,1
5378,1
5379,0
5380,0
5381,0
5382,1
5383,1
5384,1
5385,1
5386,0
5387,1
5388,1
5389,1
5390,1
5391,1
5392,1
5393,0
5394,1
5395,1
5396,1
5397,1
5398,0
5399,0
5400,1
5401,1
5402,0
5403,0
5404,1
5405,1
5406,1
5407,1
5408,1
5409,1
5410,1
5411,1
5412,1
5413,0
5414,0
5415,0
5416,0
5417,0
5418,1
5419,1
5420,0
5421,1
5422,0
5423,1
5424,0
5425,1
5426,1
5427,0
5428,1
5429,0
5430,1
5431,0
5432,1
5433,0
5434,1
5435,1
5436,0
5437,1
5438,0
5439,0
5440,0
5441,0
5442,1
5443,0
5444,0
5445,1
5446,1
5447,0
5448,1
5449,0
5450,1
5451,0
5452,0
5453,0
5454,1
5455,1
5456,1
5457,0
5458,0
5459,1
5460,0
5461,0
5462,0
5463,0
5464,1
5465,1
5466,0
5467,1
5468,0
5469,0
5470,0
5471,1
5472,1
5473,1
5474,1
5475,0
5476,0
5477,1
5478,1
5479,1
5480,0
5481,0
5482,0
5483,1
5484,1
5485,1
5486,1
5487,1
5488,0
5489,1
5490,0
5491,1
5492,1
5493,1
5494,0
5495,1
5496,1
5497,1
5498,0
5499,1
5500,1
5501,0
5502,0
5503,1
5504,0
5505,1
5506,0
5507,0
5508,1
5509,0
5510,1
5511,1
5512,0
5513,0
5514,1
5515,1
5516,1
5517,1
5518,1
5519,0
5520,0
5521,1
5522,0
5523,0
5524,0
5525,0
5526,0
5527,1
5528,0
5529,0
5530,0
5531,0
5532,1
5533,1
5534,0
5535,1
5536,1
5537,0
5538,1
5539,1
5540,1
5541,0
5542,1
5543,0
5544,1
5545,1
5546,1
5547,1
5548,1
5549,1
5550,0
5551,0
5552,0
5553,1
5554,0
5555,1
5556,1
5557,0
5558,1
5559,0
5560,0
5561,1
5562,0
5563,1
5564,1
5565,1
5566,0
5567,0
5568,1
5569,1
5570,1
5571,1
5572,1
5573,0
5574,1
5575,1
5576,1
5577,1
5578,1
5579,0
5580,0
5581,0
5582,1
5583,0
5584,1
5585,1
5586,1
5587,1
5588,0
5589,1
5590,1
5591,0
5592,1
5593,0
5594,0
5595,1
5596,0
5597,0
5598,1
5599,0
5600,0
5601,1
5602,0
5603,1
5604,1
5605,0
5606,1
5607,1
5608,1
5609,1
5610,0
5611,1
5612,0
5613,1
5614,0
5615,0
5616,1
5617,1
5618,0
5619,0
5620,1
5621,0
5622,0
5623,1
5624,1
5625,0
5626,0
5627,1
5628,0
5629,0
5630,1
5631,1
5632,1
5633,0
5634,1
5635,1
5636,1
5637,0
5638,0
5639,0
5640,1
5641,0
5642,0
5643,0
5644,1
5645,0
5646,1
5647,1
5648,0
5649,0
5650,0
5651,0
5652,1
5653,0
5654,1
5655,1
5656,1
5657,1
5658,0
5659,1
5660,1
5661,1
5662,1
5663,0
5664,0
5665,0
5666,1
5667,1
5668,1
5669,1
5670,1
5671,0
5672,1
5673,1
5674,1
5675,0
5676,1
5677,1
5678,1
5679,1
5680,0
5681,1
5682,1
5683,0
5684,1
5685,0
5686,1
5687,1
5688,0
5689,1
5690,1
5691,0
5692,0
5693,1
5694,0
5695,1
5696,1
5697,1
5698,1
5699,0
5700,1
5701,0
5702,1
5703,1
5704,1
5705,1
5706,0
5707,1
5708,1
5709,1
5710,0
5711,0
5712,1
5713,1
5714,0
5715,1
5716,1
5717,1
5718,1
5719,1
5720,0
5721,1
5722,0
5723,0
5724,1
5725,0
5726,1
5727,0
5728,1
5729,0
5730,1
5731,0
5732,1
5733,1
5734,0
5735,0
5736,1
5737,0
5738,0
5739,0
5740,1
5741,1
5742,1
5743,1
5744,1
5745,1
5746,1
5747,1
5748,1
5749,1
5750,1
5751,0
5752,1
5753,1
5754,0
5755,0
5756,0
5757,1
5758,1
5759,0
5760,1
5761,1
5762,1
5763,1
5764,0
5765,0
5766,0
5767,0
5768,0
5769,0
5770,0
5771,0
5772,1
5773,1
5774,1
5775,1
5776,0
5777,0
5778,0
5779,0
5780,1
5781,0
5782,1
5783,1
5784,0
5785,1
5786,1
5787,0
5788,1
5789,1
5790,1
5791,1
5792,1
5793,0
5794,1
5795,0
5796,1
