,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week
15438,23,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Female,40
15439,33,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Male,40
15440,59,Private,10th,Divorced,Machine-op-inspct,Not-in-family,White,Female,40
15441,67,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,40
15442,26,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40
15443,27,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40
15446,44,Federal-gov,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Male,40
15447,31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
15448,28,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60
15450,31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40
15451,20,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40
15452,64,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,15
15453,47,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40
15454,36,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,35
15455,48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,44
15456,19,Self-emp-not-inc,Some-college,Never-married,Other-service,Own-child,White,Female,40
15458,56,Private,9th,Divorced,Adm-clerical,Not-in-family,White,Male,40
15459,22,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,50
15461,57,Local-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,35
15462,38,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,50
15463,34,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,40
15464,22,?,11th,Separated,?,Unmarried,Black,Female,40
15465,38,Federal-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,40
15467,32,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,45
15469,56,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
15471,66,?,10th,Divorced,?,Not-in-family,White,Male,40
15472,71,Local-gov,HS-grad,Widowed,Exec-managerial,Other-relative,White,Female,33
15473,20,Private,11th,Never-married,Transport-moving,Own-child,White,Male,40
15474,25,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,36
15475,42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
15476,20,?,HS-grad,Never-married,?,Own-child,White,Female,40
15477,61,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,50
15478,24,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40
15479,51,Private,9th,Never-married,Other-service,Unmarried,Black,Female,40
15480,27,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40
15481,41,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,40
15482,31,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40
15483,39,Private,HS-grad,Divorced,Priv-house-serv,Unmarried,Black,Female,16
15484,36,?,HS-grad,Married-civ-spouse,?,Husband,Black,Male,40
15485,51,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
15486,52,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,40
15487,49,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
15488,43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
15489,45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60
15490,49,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40
15491,19,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40
15493,67,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40
15494,58,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45
15496,67,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,16
15497,61,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
15498,55,Local-gov,7th-8th,Never-married,Other-service,Unmarried,Black,Female,40
15499,23,?,Assoc-acdm,Never-married,?,Own-child,Asian-Pac-Islander,Male,16
15500,35,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40
15501,35,Private,10th,Never-married,Other-service,Unmarried,Black,Female,38
15503,51,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40
15504,23,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40
15505,39,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,24
15506,36,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,40
15507,47,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45
15508,27,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,80
15509,29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
15510,21,State-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,40
15511,18,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,20
15512,24,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,20
15513,39,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
15514,51,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
15515,47,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40
15516,62,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,30
15517,49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
15518,20,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,40
15521,54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40
15522,25,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40
15523,20,?,HS-grad,Married-civ-spouse,?,Wife,White,Female,45
15524,43,Private,Some-college,Divorced,Sales,Unmarried,White,Female,55
15525,26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,38
15527,18,Private,11th,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,20
15528,45,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,40
15529,45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,25
15530,26,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40
15531,47,Private,Some-college,Never-married,Other-service,Own-child,White,Male,40
15532,54,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40
15533,21,Without-pay,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,40
15535,68,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,15
15536,21,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,48
15537,28,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,30
15538,46,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,40
15539,35,Private,HS-grad,Separated,Transport-moving,Unmarried,Black,Female,48
15541,48,Self-emp-inc,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,40
15543,59,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,50
15545,53,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,30
15546,50,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,40
15547,32,?,5th-6th,Never-married,?,Unmarried,White,Female,45
15548,53,Private,12th,Married-spouse-absent,Handlers-cleaners,Not-in-family,Other,Male,56
15551,43,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
15553,41,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
15554,22,Private,Some-college,Never-married,Sales,Own-child,White,Male,40
15555,39,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,60
15556,45,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,40
15557,31,Private,9th,Married-civ-spouse,Farming-fishing,Wife,White,Female,42
15558,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
15559,47,Self-emp-not-inc,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male,20
15560,53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40
15561,53,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60
15562,33,Local-gov,Bachelors,Never-married,Tech-support,Not-in-family,Black,Male,52
15563,24,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,20
15565,46,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50
15566,29,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,60
15567,61,State-gov,11th,Widowed,Other-service,Unmarried,White,Female,32
15568,31,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40
15569,29,Private,HS-grad,Married-spouse-absent,Tech-support,Own-child,Black,Male,40
15570,42,Private,HS-grad,Separated,Craft-repair,Unmarried,White,Male,40
15572,34,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40
15573,39,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,40
15574,74,Private,1st-4th,Married-civ-spouse,Transport-moving,Husband,Black,Male,20
15575,40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40
15576,75,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50
15578,36,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40
15579,61,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,40
15580,42,?,11th,Married-civ-spouse,?,Husband,White,Male,22
15581,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40
15582,19,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,18
15584,33,?,Assoc-voc,Divorced,?,Not-in-family,White,Female,40
15586,47,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40
15587,48,Private,HS-grad,Never-married,Tech-support,Unmarried,Black,Female,33
15588,60,Self-emp-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40
15589,30,Private,Masters,Never-married,Prof-specialty,Not-in-family,Black,Male,30
15590,32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
15591,45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,35
15592,51,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40
15593,53,Private,9th,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Male,75
15594,34,Private,Masters,Never-married,Tech-support,Unmarried,Black,Female,40
15595,48,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
15599,31,Private,HS-grad,Divorced,Exec-managerial,Unmarried,Black,Female,40
15601,32,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,60
15602,32,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40
15606,30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
15607,21,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40
15608,28,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40
15609,63,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,48
15610,32,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,36
15611,25,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,45
15612,59,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40
15613,22,Local-gov,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,10
15614,49,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40
15617,46,Private,Some-college,Divorced,Priv-house-serv,Unmarried,White,Female,30
15618,37,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60
15619,48,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,40
15620,43,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,44
15621,41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
15622,54,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40
15623,36,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,4
15625,66,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
15626,59,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,50
15627,62,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
15628,29,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,40
15629,28,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45
15630,27,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60
15632,60,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,46
15633,58,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50
15634,27,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
15635,45,Private,HS-grad,Widowed,Craft-repair,Not-in-family,White,Female,40
15636,50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
15637,43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,40
15638,39,Private,Prof-school,Divorced,Exec-managerial,Not-in-family,White,Male,50
15639,21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,20
15640,24,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,70
15641,59,Self-emp-not-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,30
15642,36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
15643,72,?,Some-college,Widowed,?,Unmarried,Asian-Pac-Islander,Female,4
15644,35,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,65
15645,33,Private,Some-college,Divorced,Handlers-cleaners,Own-child,White,Male,40
15646,30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Female,45
15647,40,Private,Assoc-voc,Divorced,Craft-repair,Unmarried,White,Male,50
15648,26,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55
15649,37,Federal-gov,Assoc-voc,Separated,Adm-clerical,Not-in-family,Black,Male,40
15650,68,Self-emp-not-inc,Some-college,Divorced,Transport-moving,Not-in-family,White,Female,20
15652,56,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
15653,36,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40
15654,50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
15655,38,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40
15656,29,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,41
15657,28,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,28
15658,39,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,50
15659,26,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,40
15660,52,Self-emp-inc,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,65
15661,52,Private,Bachelors,Divorced,Farming-fishing,Not-in-family,White,Male,40
15662,84,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,13
15663,33,Federal-gov,Some-college,Never-married,Other-service,Not-in-family,White,Female,10
15665,30,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,35
15666,38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
15669,31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40
15670,31,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40
15671,39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
15673,27,Private,Bachelors,Never-married,Tech-support,Own-child,White,Female,40
15674,37,?,Assoc-voc,Married-civ-spouse,?,Wife,Amer-Indian-Eskimo,Female,40
15675,38,Private,Some-college,Divorced,Adm-clerical,Own-child,White,Female,40
15676,25,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,40
15677,48,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,40
15678,42,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50
15679,45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50
15680,22,Private,Some-college,Never-married,Sales,Own-child,White,Male,40
15681,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
15682,21,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40
15684,60,Self-emp-not-inc,HS-grad,Separated,Other-service,Not-in-family,Black,Male,50
15685,21,?,Some-college,Never-married,?,Own-child,White,Female,6
15686,51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48
15687,30,Private,HS-grad,Married-spouse-absent,Craft-repair,Other-relative,White,Male,40
15688,46,Self-emp-not-inc,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,40
15689,43,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,45
15690,57,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,48
15692,39,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40
15694,33,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,24
15695,22,Without-pay,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40
15696,18,?,11th,Never-married,?,Other-relative,White,Male,7
15697,28,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,50
15701,34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,55
15702,18,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40
15703,39,Private,10th,Widowed,Machine-op-inspct,Not-in-family,Black,Male,40
15704,25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40
15705,27,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,35
15707,33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
15708,49,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,60
15709,44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,84
15710,30,Self-emp-not-inc,11th,Never-married,Craft-repair,Not-in-family,White,Male,45
15711,27,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,50
15712,25,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40
15713,30,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40
15714,38,Private,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,40
15717,37,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Female,20
15718,62,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
15720,47,Self-emp-not-inc,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40
15721,45,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,14
15722,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
15723,36,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,40
15724,45,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,20
15725,23,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,38
15727,38,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,55
15729,29,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,50
15731,41,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55
15732,38,Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,White,Female,20
15733,27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40
15734,51,Federal-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40
15735,44,Federal-gov,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40
15736,33,Federal-gov,Masters,Married-civ-spouse,Transport-moving,Husband,Black,Male,40
15739,43,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55
15740,45,Local-gov,HS-grad,Divorced,Other-service,Own-child,Black,Female,40
15741,52,Federal-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,40
15742,24,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,35
15744,47,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
15745,53,Self-emp-inc,Doctorate,Divorced,Exec-managerial,Not-in-family,White,Male,50
15746,31,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40
15748,56,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
15749,49,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
15750,38,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40
15751,19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,18
15752,39,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40
15753,38,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
15754,47,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,55
15755,58,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40
15756,27,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,40
15757,59,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,40
15758,24,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,47
15759,42,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
15760,53,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60
15762,36,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40
15763,26,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
15764,33,Private,9th,Separated,Adm-clerical,Not-in-family,White,Male,48
15766,43,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40
15767,35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50
15768,48,Private,Bachelors,Married-spouse-absent,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,36
15769,45,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40
15771,27,Private,9th,Never-married,Other-service,Own-child,White,Male,30
15772,21,Private,7th-8th,Never-married,Craft-repair,Own-child,White,Male,40
15773,63,?,HS-grad,Widowed,?,Not-in-family,White,Female,4
15774,39,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
15776,41,Self-emp-inc,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,40
15777,48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,70
15778,27,?,11th,Divorced,?,Unmarried,White,Female,35
15779,53,State-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,40
15780,33,Local-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,50
15782,18,?,Some-college,Never-married,?,Own-child,White,Female,40
15783,43,Federal-gov,Doctorate,Separated,Prof-specialty,Unmarried,Black,Female,24
15785,47,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50
15788,67,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40
15789,38,Private,Bachelors,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,40
15790,47,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Not-in-family,Black,Male,25
15791,39,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40
15792,34,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,35
15793,36,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,35
15795,50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,84
15796,21,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,30
15799,19,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,25
15800,38,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,40
15801,34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,50
15802,44,Local-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50
15803,20,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,25
15804,44,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,55
15805,49,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,10
15806,45,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,50
15807,24,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40
15808,34,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Male,40
15809,58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,72
15811,22,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40
15812,38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,32
15813,32,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50
15814,45,State-gov,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,48
15817,52,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45
15819,23,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,40
15820,22,Private,Bachelors,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,25
15821,27,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
15823,21,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40
15824,49,Private,Bachelors,Divorced,Sales,Other-relative,White,Female,35
15825,32,Private,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
15826,64,Private,Some-college,Widowed,Other-service,Unmarried,White,Female,24
15827,37,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Unmarried,White,Male,50
15828,61,Private,7th-8th,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,40
15829,44,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,40
15830,53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,52
15831,43,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,50
15832,60,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
15834,25,Private,Masters,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,40
15835,29,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40
15836,51,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,55
15837,47,Private,1st-4th,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,12
15839,25,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40
15840,27,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
15841,23,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40
15842,18,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,27
15843,23,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,32
15845,46,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,37
15847,46,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,38
15848,36,Local-gov,11th,Never-married,Other-service,Unmarried,White,Female,23
