,Problem1
2997,1
2998,1
2999,0
3000,0
3001,1
3002,0
3003,1
3004,1
3005,0
3006,0
3007,0
3008,1
3009,0
3010,0
3011,1
3012,0
3013,1
3014,0
3015,0
3016,0
3017,1
3018,1
3019,0
3020,1
3021,0
3022,0
3023,0
3024,1
3025,1
3026,1
3027,0
3028,1
3029,0
3030,1
3031,1
3032,0
3033,1
3034,1
3035,0
3036,1
3037,0
3038,0
3039,1
3040,1
3041,1
3042,1
3043,1
3044,0
3045,1
3046,1
3047,0
3048,1
3049,0
3050,0
3051,0
3052,1
3053,0
3054,1
3055,1
3056,0
3057,0
3058,0
3059,0
3060,0
3061,0
3062,1
3063,1
3064,1
3065,0
3066,1
3067,0
3068,0
3069,0
3070,1
3071,1
3072,0
3073,1
3074,1
3075,1
3076,0
3077,1
3078,0
3079,1
3080,0
3081,0
3082,0
3083,0
3084,1
3085,1
3086,1
3087,0
3088,0
3089,0
3090,0
3091,0
3092,0
3093,0
3094,1
3095,0
3096,0
3097,0
3098,1
3099,0
3100,1
3101,0
3102,1
3103,0
3104,0
3105,1
3106,1
3107,0
3108,1
3109,1
3110,0
3111,1
3112,0
3113,0
3114,0
3115,0
3116,1
3117,1
3118,1
3119,1
3120,0
3121,0
3122,1
3123,0
3124,0
3125,0
3126,1
3127,1
3128,0
3129,0
3130,1
3131,1
3132,0
3133,0
3134,1
3135,0
3136,0
3137,1
3138,0
3139,0
3140,1
3141,0
3142,1
3143,1
3144,1
3145,1
3146,0
3147,1
3148,1
3149,1
3150,0
3151,1
3152,0
3153,0
3154,1
3155,0
3156,0
3157,1
3158,0
3159,0
3160,1
3161,0
3162,1
3163,1
3164,1
3165,0
3166,0
3167,1
3168,0
3169,1
3170,1
3171,1
3172,1
3173,0
3174,1
3175,0
3176,1
3177,0
3178,1
3179,0
3180,1
3181,0
3182,1
3183,0
3184,0
3185,0
3186,1
3187,0
3188,0
3189,1
3190,0
3191,1
3192,1
3193,0
3194,0
3195,1
3196,0
3197,0
3198,1
3199,0
3200,0
3201,0
3202,0
3203,1
3204,1
3205,1
3206,1
3207,1
3208,1
3209,1
3210,0
3211,1
3212,1
3213,1
3214,0
3215,0
3216,0
3217,1
3218,0
3219,0
3220,0
3221,1
3222,1
3223,0
3224,1
3225,1
3226,1
3227,0
3228,1
3229,0
3230,1
3231,1
3232,0
3233,0
3234,0
3235,1
3236,0
3237,0
3238,1
3239,1
3240,0
3241,0
3242,0
3243,0
3244,1
3245,0
3246,1
3247,0
3248,1
3249,1
3250,1
3251,1
3252,1
3253,0
3254,1
3255,0
3256,0
3257,1
3258,0
3259,0
3260,1
3261,0
3262,0
3263,0
3264,1
3265,0
3266,1
3267,0
3268,1
3269,0
3270,1
3271,0
3272,1
3273,0
3274,0
3275,0
3276,1
3277,0
3278,0
3279,1
3280,1
3281,0
3282,1
3283,0
3284,1
3285,0
3286,0
3287,0
3288,0
3289,0
3290,1
3291,0
3292,0
3293,1
3294,1
3295,0
3296,1
3297,0
3298,1
3299,1
3300,1
3301,1
3302,1
3303,1
3304,1
3305,0
3306,0
3307,1
3308,0
3309,1
3310,0
3311,1
3312,1
3313,1
3314,1
3315,0
3316,1
3317,0
3318,1
3319,0
3320,1
3321,1
3322,0
3323,0
3324,0
3325,1
3326,1
3327,1
3328,1
3329,0
3330,1
3331,0
3332,1
3333,0
3334,0
3335,1
3336,0
3337,0
3338,0
3339,1
3340,0
3341,0
3342,0
3343,0
3344,1
3345,0
3346,1
3347,0
3348,1
3349,0
3350,1
3351,0
3352,0
3353,0
3354,1
3355,1
3356,1
3357,0
3358,0
3359,0
3360,1
3361,1
3362,0
3363,0
3364,1
3365,0
3366,1
3367,0
3368,0
3369,0
3370,0
3371,1
3372,0
3373,0
3374,0
3375,0
3376,0
3377,0
3378,1
3379,0
3380,0
3381,1
3382,0
3383,1
3384,0
3385,0
3386,1
3387,0
3388,1
3389,1
3390,1
3391,0
3392,0
3393,1
3394,1
3395,0
3396,1
3397,0
3398,0
3399,1
3400,0
3401,1
3402,1
3403,0
3404,1
3405,1
3406,0
3407,0
3408,0
3409,0
3410,0
3411,0
3412,0
3413,0
3414,1
3415,0
3416,0
3417,0
3418,1
3419,1
3420,0
3421,0
3422,0
3423,0
3424,0
3425,1
3426,0
3427,0
3428,0
3429,0
3430,1
3431,1
3432,0
3433,1
3434,1
3435,1
3436,0
3437,0
3438,1
3439,1
3440,0
3441,1
3442,0
3443,1
3444,1
3445,0
3446,1
3447,1
3448,1
3449,1
3450,0
3451,0
3452,1
3453,0
3454,0
3455,1
3456,0
3457,0
3458,0
3459,0
3460,0
3461,1
3462,1
3463,1
3464,0
3465,1
3466,0
3467,1
3468,0
3469,1
3470,0
3471,1
3472,0
3473,1
3474,1
3475,0
3476,1
3477,0
3478,0
3479,0
3480,1
3481,1
3482,0
3483,0
3484,1
3485,0
3486,1
3487,1
3488,1
3489,0
3490,0
3491,0
3492,0
3493,0
3494,0
3495,0
3496,0
3497,1
3498,1
3499,0
3500,0
3501,0
3502,0
3503,1
3504,0
3505,0
3506,0
3507,1
3508,1
3509,0
3510,0
3511,1
3512,0
3513,1
3514,1
3515,0
3516,0
3517,0
3518,0
3519,0
3520,1
3521,1
3522,0
3523,1
3524,0
3525,0
3526,0
3527,0
3528,1
3529,0
3530,1
3531,1
3532,0
3533,1
3534,0
3535,1
3536,0
3537,1
3538,0
3539,0
3540,1
3541,0
3542,0
3543,0
3544,1
3545,0
3546,0
3547,0
3548,0
3549,1
3550,1
3551,1
3552,1
3553,0
3554,1
3555,0
3556,0
3557,0
3558,0
3559,1
3560,1
3561,0
3562,1
3563,1
3564,0
3565,1
3566,0
3567,1
3568,0
3569,0
3570,0
3571,0
3572,1
3573,0
3574,1
3575,0
3576,0
3577,0
3578,0
3579,1
3580,1
3581,0
3582,0
3583,0
3584,1
3585,0
3586,0
3587,0
3588,0
3589,0
3590,0
3591,0
3592,0
3593,1
3594,0
3595,0
3596,0
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3603,1
3604,0
3605,0
3606,0
3607,1
3608,0
3609,0
3610,0
3611,0
3612,1
3613,0
3614,1
3615,1
3616,0
3617,0
3618,0
3619,0
3620,1
3621,1
3622,1
3623,0
3624,0
3625,0
3626,0
3627,1
3628,0
3629,0
3630,1
3631,0
3632,1
3633,0
3634,0
3635,0
3636,1
3637,1
3638,1
3639,1
3640,1
3641,1
3642,1
3643,0
3644,1
3645,1
3646,1
3647,1
3648,0
3649,1
3650,0
3651,0
3652,1
3653,0
3654,0
3655,1
3656,0
3657,1
3658,0
3659,1
3660,0
3661,1
3662,0
3663,1
3664,1
3665,0
3666,1
3667,0
3668,0
3669,0
3670,1
3671,0
3672,1
3673,0
3674,1
3675,0
3676,0
3677,0
3678,0
3679,0
3680,1
3681,0
3682,0
3683,0
3684,0
3685,0
3686,0
3687,1
3688,1
3689,0
3690,1
3691,1
3692,1
3693,1
3694,1
3695,1
3696,1
3697,1
3698,0
3699,0
3700,1
3701,0
3702,0
3703,0
3704,1
3705,0
3706,0
3707,0
3708,1
3709,0
3710,1
3711,1
3712,1
3713,1
3714,0
3715,0
3716,0
3717,1
3718,0
3719,0
3720,1
3721,1
3722,0
3723,1
3724,1
3725,0
3726,0
3727,0
3728,1
3729,0
3730,1
3731,0
3732,1
3733,1
3734,0
3735,0
3736,1
3737,0
3738,1
3739,0
3740,0
3741,0
3742,0
3743,1
3744,0
3745,1
3746,0
3747,1
3748,0
3749,1
3750,0
3751,1
3752,0
3753,0
3754,0
3755,0
3756,1
3757,1
3758,1
3759,1
3760,0
3761,0
3762,0
3763,0
3764,0
3765,0
3766,0
3767,1
3768,1
3769,1
3770,0
3771,0
3772,1
3773,0
3774,0
3775,0
3776,1
3777,0
3778,0
3779,0
3780,0
3781,1
3782,0
3783,1
3784,0
3785,1
3786,1
3787,1
3788,1
3789,0
3790,0
3791,1
3792,1
3793,1
3794,0
3795,0
3796,1
3797,0
3798,1
3799,0
3800,0
3801,0
3802,1
3803,0
3804,0
3805,1
3806,0
3807,1
3808,0
3809,0
3810,0
3811,1
3812,1
3813,1
3814,0
3815,0
3816,1
3817,0
3818,1
3819,1
3820,0
3821,0
3822,0
3823,1
3824,1
3825,0
3826,1
3827,0
3828,1
3829,1
3830,0
3831,1
3832,0
3833,0
3834,1
3835,0
3836,0
3837,0
3838,0
3839,1
3840,1
3841,0
3842,0
3843,1
3844,1
3845,0
3846,0
3847,0
3848,1
3849,0
3850,0
3851,1
3852,0
3853,1
3854,0
3855,1
3856,0
3857,0
3858,0
3859,0
3860,0
3861,1
3862,0
3863,1
3864,0
3865,0
3866,0
3867,1
3868,0
3869,0
3870,0
3871,1
3872,0
3873,1
3874,0
3875,0
3876,1
3877,1
3878,0
3879,1
3880,0
3881,0
3882,1
3883,1
3884,1
3885,1
3886,0
3887,0
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,1
3895,1
3896,0
3897,1
3898,1
3899,0
3900,1
3901,0
3902,0
3903,0
3904,0
3905,1
3906,0
3907,0
3908,0
3909,0
3910,0
3911,1
3912,0
3913,1
3914,0
3915,0
3916,0
3917,1
3918,1
3919,1
3920,0
3921,0
3922,1
3923,0
3924,1
3925,1
3926,0
3927,0
3928,0
3929,1
3930,0
3931,1
3932,0
3933,0
3934,0
3935,0
3936,0
3937,1
3938,1
3939,1
3940,0
3941,0
3942,0
3943,1
3944,0
3945,0
3946,1
3947,1
3948,1
3949,0
3950,1
3951,1
3952,1
3953,1
3954,0
3955,1
3956,0
3957,0
3958,1
3959,0
3960,0
3961,1
3962,0
3963,0
3964,0
3965,1
3966,1
3967,0
3968,0
3969,1
3970,1
3971,1
3972,0
3973,1
3974,0
3975,1
3976,1
3977,0
3978,1
3979,1
3980,0
3981,0
3982,1
3983,1
3984,1
3985,0
3986,1
3987,1
3988,1
3989,1
3990,0
3991,1
3992,0
3993,1
3994,0
3995,0
3996,0
3997,1
3998,1
3999,0
4000,1
4001,0
4002,1
4003,0
4004,1
4005,1
4006,0
4007,1
4008,0
4009,1
4010,0
4011,0
4012,0
4013,0
4014,1
4015,1
4016,1
4017,1
4018,0
4019,0
4020,0
4021,0
4022,0
4023,1
4024,1
4025,1
4026,1
4027,0
4028,1
4029,0
4030,1
4031,0
4032,0
4033,0
4034,0
4035,0
4036,1
4037,0
4038,0
4039,1
4040,0
4041,0
4042,1
4043,0
4044,1
4045,1
4046,1
4047,0
4048,0
4049,1
4050,1
4051,0
4052,0
4053,1
4054,1
4055,1
4056,0
4057,0
4058,1
4059,0
4060,0
4061,1
4062,0
4063,1
4064,1
4065,1
4066,1
4067,0
4068,1
4069,0
4070,0
4071,0
4072,1
4073,1
4074,0
4075,0
4076,0
4077,1
4078,1
4079,1
4080,0
4081,0
4082,1
4083,1
4084,1
4085,1
4086,0
4087,1
4088,1
4089,1
4090,0
4091,1
4092,1
4093,0
4094,0
4095,0
4096,1
4097,0
4098,0
4099,1
4100,1
4101,1
4102,1
4103,1
4104,1
4105,1
4106,0
4107,1
4108,0
4109,1
4110,0
4111,1
4112,1
4113,1
4114,0
4115,1
4116,1
4117,0
4118,0
4119,0
4120,1
4121,1
4122,1
4123,0
4124,0
4125,0
4126,1
4127,1
4128,1
4129,1
4130,1
4131,0
4132,0
4133,1
4134,0
4135,1
4136,0
4137,0
4138,0
4139,0
4140,0
4141,0
4142,0
4143,0
4144,1
4145,1
4146,0
4147,1
4148,1
4149,0
4150,0
4151,1
4152,0
4153,0
4154,0
4155,1
4156,0
4157,0
4158,1
4159,0
4160,0
4161,1
4162,1
4163,0
4164,0
4165,0
4166,1
4167,0
4168,0
4169,0
4170,1
4171,0
4172,0
4173,0
4174,1
4175,0
4176,0
4177,1
4178,1
4179,1
4180,1
4181,0
4182,1
4183,1
4184,1
4185,0
4186,0
4187,0
4188,0
4189,1
4190,0
4191,0
4192,1
4193,1
4194,0
4195,0
4196,1
4197,0
4198,1
4199,1
4200,0
4201,0
4202,0
4203,1
4204,0
4205,0
4206,0
4207,1
4208,1
4209,0
4210,1
4211,0
4212,0
4213,1
4214,0
4215,1
4216,1
4217,0
4218,1
4219,1
4220,0
4221,1
4222,1
4223,0
4224,0
4225,0
4226,1
4227,0
4228,0
4229,0
4230,0
4231,0
4232,0
4233,1
4234,0
4235,1
4236,0
4237,0
4238,0
4239,0
4240,0
4241,0
4242,1
4243,0
4244,0
4245,0
4246,1
4247,0
4248,0
4249,0
4250,1
4251,0
4252,0
4253,0
4254,0
4255,0
4256,1
4257,0
4258,0
4259,1
4260,0
4261,0
4262,0
4263,0
4264,0
4265,0
4266,1
4267,0
4268,0
4269,0
4270,0
4271,0
4272,1
4273,1
4274,0
4275,0
4276,0
4277,0
4278,0
4279,1
4280,0
4281,0
4282,1
4283,1
4284,0
4285,0
4286,1
4287,1
4288,0
4289,0
4290,1
4291,1
4292,1
4293,1
4294,0
4295,1
4296,0
4297,0
4298,0
4299,1
4300,0
4301,0
4302,1
4303,1
4304,0
4305,0
4306,0
4307,0
4308,1
4309,0
4310,0
4311,0
4312,0
4313,0
4314,0
4315,1
4316,0
4317,0
4318,1
4319,1
4320,1
4321,0
4322,0
4323,0
4324,0
4325,0
4326,0
4327,0
4328,0
4329,0
4330,1
4331,0
4332,0
4333,0
4334,1
4335,0
4336,0
4337,1
4338,1
4339,0
4340,0
4341,1
4342,0
4343,1
4344,0
4345,1
4346,0
4347,0
4348,0
4349,0
4350,1
4351,0
4352,1
4353,0
4354,0
4355,0
4356,0
4357,0
4358,1
4359,0
4360,1
4361,0
4362,1
4363,0
4364,1
4365,0
4366,0
4367,1
4368,0
4369,1
4370,1
4371,0
4372,0
4373,1
4374,0
4375,0
4376,1
4377,0
4378,0
4379,0
4380,1
4381,0
4382,1
4383,1
4384,1
4385,1
4386,0
4387,1
4388,0
4389,0
4390,0
4391,1
4392,1
4393,0
4394,0
4395,0
4396,0
4397,1
4398,0
4399,0
4400,0
4401,0
4402,0
4403,1
4404,0
4405,1
4406,0
4407,0
4408,1
4409,1
4410,0
4411,1
4412,1
4413,0
4414,0
4415,1
4416,0
4417,1
4418,0
4419,1
4420,0
4421,1
4422,0
4423,0
4424,0
4425,1
4426,1
4427,0
4428,0
4429,1
4430,0
4431,1
4432,1
4433,1
4434,0
4435,0
4436,1
4437,0
4438,0
4439,0
4440,1
4441,0
4442,0
4443,0
4444,0
4445,1
4446,1
4447,1
4448,1
4449,0
4450,0
4451,0
4452,0
4453,0
4454,0
4455,1
4456,0
4457,1
4458,0
4459,1
4460,0
4461,0
4462,0
4463,0
4464,0
4465,1
4466,1
4467,1
4468,0
4469,0
4470,1
4471,1
4472,1
4473,1
4474,0
4475,0
4476,0
4477,0
4478,1
4479,1
4480,0
4481,1
4482,0
4483,0
4484,1
4485,1
4486,0
4487,1
4488,1
4489,0
4490,0
4491,0
4492,1
4493,1
4494,1
4495,0
4496,0
4497,1
4498,0
4499,0
4500,0
4501,1
4502,1
4503,1
4504,0
4505,1
4506,1
4507,0
4508,0
4509,0
4510,1
4511,1
4512,0
4513,0
4514,1
4515,1
4516,0
4517,0
4518,0
4519,0
4520,0
4521,1
4522,0
4523,0
4524,0
4525,0
4526,1
4527,0
4528,1
4529,0
4530,1
4531,0
4532,0
4533,0
4534,1
4535,0
4536,1
4537,1
4538,0
4539,0
4540,0
4541,0
4542,0
4543,0
4544,1
4545,1
4546,0
4547,0
4548,1
4549,1
4550,0
4551,0
4552,0
4553,0
4554,0
4555,0
4556,0
4557,1
4558,0
4559,1
4560,0
4561,1
4562,0
4563,0
4564,1
4565,1
4566,1
4567,1
4568,0
4569,1
4570,1
4571,0
4572,0
4573,1
4574,0
4575,0
4576,0
4577,0
4578,1
4579,0
4580,0
4581,0
4582,0
4583,1
4584,1
4585,1
4586,0
4587,1
4588,1
4589,0
4590,1
4591,1
4592,0
4593,0
4594,1
4595,0
4596,0
4597,1
4598,0
4599,0
4600,0
4601,0
4602,1
4603,1
4604,1
4605,0
4606,0
4607,0
4608,0
4609,1
4610,0
4611,0
4612,0
4613,1
4614,0
4615,1
4616,1
4617,0
4618,0
4619,0
4620,1
4621,1
4622,0
4623,1
4624,0
4625,1
4626,0
4627,1
4628,0
4629,0
4630,0
4631,0
4632,1
4633,0
4634,1
4635,1
4636,1
4637,0
4638,0
4639,1
4640,0
4641,0
4642,0
4643,0
4644,0
4645,1
4646,1
4647,0
4648,0
4649,0
4650,1
4651,1
4652,1
4653,1
4654,0
4655,0
4656,0
4657,0
4658,0
4659,0
4660,1
4661,0
4662,0
4663,1
4664,0
4665,1
4666,1
4667,1
4668,0
4669,0
4670,0
4671,0
4672,1
4673,1
4674,1
4675,0
4676,0
4677,0
4678,1
4679,0
4680,1
4681,0
4682,0
4683,0
4684,0
4685,1
4686,0
4687,0
4688,0
4689,1
4690,1
4691,0
4692,0
4693,0
4694,0
4695,1
4696,0
4697,0
4698,0
4699,0
4700,0
4701,0
4702,1
4703,0
4704,1
4705,0
4706,1
4707,0
4708,0
4709,1
4710,0
4711,0
4712,0
4713,0
4714,0
4715,1
4716,0
4717,0
4718,1
4719,0
4720,0
4721,1
4722,0
4723,0
4724,0
4725,1
4726,1
4727,1
4728,1
4729,0
4730,0
4731,0
4732,1
4733,1
4734,1
4735,0
4736,0
4737,0
4738,0
4739,1
4740,1
4741,1
4742,0
4743,0
4744,1
4745,1
4746,1
4747,1
4748,0
4749,1
4750,0
4751,1
4752,1
4753,0
4754,0
4755,1
4756,1
4757,0
4758,1
4759,1
4760,1
4761,0
4762,0
4763,0
4764,1
4765,0
4766,1
4767,1
4768,0
4769,1
4770,0
4771,0
4772,0
4773,0
4774,0
4775,1
4776,0
4777,1
4778,0
4779,1
4780,1
4781,0
4782,1
4783,1
4784,0
4785,1
4786,0
4787,1
4788,1
4789,0
4790,1
4791,1
4792,0
4793,0
4794,0
4795,0
4796,0
4797,1
4798,1
4799,0
4800,0
4801,1
4802,0
4803,1
4804,0
4805,0
4806,0
4807,0
4808,1
4809,0
4810,1
4811,0
4812,1
4813,0
4814,0
4815,0
4816,0
4817,1
4818,0
4819,0
4820,1
4821,0
4822,0
4823,1
4824,0
4825,0
4826,0
4827,0
4828,1
4829,1
4830,0
4831,1
4832,1
4833,1
4834,0
4835,0
4836,0
4837,1
4838,0
4839,1
4840,0
4841,0
4842,0
4843,0
4844,0
4845,1
4846,0
4847,0
4848,1
4849,0
4850,0
4851,1
4852,1
4853,0
4854,1
4855,0
4856,1
4857,0
4858,0
4859,1
4860,0
4861,1
4862,0
4863,1
4864,1
4865,1
4866,0
4867,1
4868,0
4869,1
4870,0
4871,0
4872,0
4873,0
4874,0
4875,1
4876,1
4877,1
4878,1
4879,0
4880,1
4881,1
4882,1
4883,0
4884,1
4885,1
4886,1
4887,1
4888,0
4889,0
4890,0
4891,1
4892,0
4893,0
4894,1
4895,0
4896,0
4897,0
4898,1
4899,0
4900,0
4901,0
4902,1
4903,0
4904,1
4905,1
4906,0
4907,0
4908,1
4909,0
4910,0
4911,1
4912,0
4913,0
4914,1
4915,0
4916,0
4917,0
4918,0
4919,1
4920,1
4921,1
4922,1
4923,0
4924,0
4925,0
4926,0
4927,0
4928,0
4929,0
4930,1
4931,0
4932,1
4933,1
4934,1
4935,1
4936,1
4937,0
4938,0
4939,0
4940,0
4941,0
4942,0
4943,1
4944,1
4945,0
4946,0
4947,1
4948,0
4949,1
4950,1
4951,0
4952,0
4953,0
4954,0
4955,1
4956,0
4957,0
4958,0
4959,0
4960,1
4961,1
4962,1
4963,0
4964,0
4965,0
4966,1
4967,1
4968,0
4969,0
4970,1
4971,0
4972,0
4973,1
4974,0
4975,1
4976,1
4977,0
4978,1
4979,0
4980,1
4981,1
4982,0
4983,0
4984,1
4985,0
4986,0
4987,0
4988,1
4989,0
4990,1
4991,1
4992,0
4993,1
4994,1
4995,0
4996,0
4997,0
4998,0
4999,0
5000,0
5001,0
5002,0
5003,0
5004,0
5005,0
5006,1
5007,0
5008,1
5009,0
5010,0
5011,0
5012,1
5013,1
5014,0
5015,0
5016,0
5017,0
5018,1
5019,1
5020,0
5021,0
5022,1
5023,1
5024,0
5025,1
5026,0
5027,1
5028,1
5029,1
5030,0
5031,0
5032,1
5033,1
5034,0
5035,0
5036,1
5037,1
5038,1
5039,1
5040,0
5041,1
5042,1
5043,0
5044,1
5045,1
5046,1
5047,0
5048,1
5049,0
5050,1
5051,0
5052,0
5053,1
5054,0
5055,1
5056,0
5057,1
5058,0
5059,0
5060,0
5061,1
5062,1
5063,0
5064,0
5065,1
5066,0
5067,1
5068,0
5069,0
5070,1
5071,1
5072,0
5073,0
5074,0
5075,0
5076,0
5077,0
5078,0
5079,1
5080,1
5081,0
5082,1
5083,0
5084,1
5085,0
5086,1
5087,0
5088,0
5089,0
5090,0
5091,0
5092,0
5093,1
5094,0
5095,1
5096,0
5097,0
5098,0
5099,0
5100,1
5101,0
5102,1
5103,1
5104,1
5105,1
5106,1
5107,1
5108,0
5109,0
5110,0
5111,0
5112,0
5113,0
5114,0
5115,0
5116,0
5117,1
5118,0
5119,0
5120,0
5121,0
5122,1
5123,1
5124,0
5125,1
5126,1
5127,1
5128,1
5129,0
5130,0
5131,0
5132,0
5133,0
5134,0
5135,0
5136,0
5137,0
5138,1
5139,1
5140,1
5141,0
5142,1
5143,1
5144,0
5145,0
5146,1
5147,0
5148,0
5149,1
5150,1
5151,1
5152,1
5153,1
5154,0
5155,0
5156,0
5157,0
5158,0
5159,0
5160,0
5161,0
5162,1
5163,0
5164,0
5165,0
5166,0
5167,0
5168,1
5169,0
5170,0
5171,0
5172,0
5173,0
5174,0
5175,1
5176,0
5177,1
5178,0
5179,0
5180,1
5181,0
5182,0
5183,1
5184,0
5185,0
5186,1
5187,0
5188,0
5189,0
5190,0
5191,1
5192,1
5193,0
5194,0
5195,0
5196,1
5197,0
5198,0
5199,0
5200,1
5201,0
5202,1
5203,0
5204,0
5205,1
5206,0
5207,0
5208,0
5209,1
5210,1
5211,0
5212,1
5213,0
5214,1
5215,0
5216,1
5217,0
5218,1
5219,1
5220,0
5221,0
5222,0
5223,1
5224,1
5225,0
5226,1
5227,1
5228,0
5229,0
5230,0
5231,0
5232,0
5233,0
5234,1
5235,1
5236,1
5237,0
5238,0
5239,0
5240,1
5241,0
5242,0
5243,1
5244,0
5245,0
5246,1
5247,0
5248,0
5249,0
5250,1
5251,0
5252,1
5253,0
5254,0
5255,0
5256,0
5257,1
5258,0
5259,0
5260,0
5261,1
5262,1
5263,1
5264,0
5265,0
5266,0
5267,0
5268,0
5269,0
5270,1
5271,0
5272,0
5273,0
5274,0
5275,1
5276,1
5277,0
5278,0
5279,0
5280,0
5281,0
5282,1
5283,0
5284,0
5285,1
5286,0
5287,1
5288,0
5289,0
5290,0
5291,1
5292,0
5293,0
5294,0
5295,1
5296,1
5297,1
5298,1
5299,1
5300,0
5301,0
5302,0
5303,1
5304,0
5305,1
5306,1
5307,1
5308,1
5309,0
5310,1
5311,1
5312,0
5313,1
5314,1
5315,0
5316,0
5317,0
5318,1
5319,1
5320,0
5321,1
5322,0
5323,0
5324,1
5325,1
5326,1
5327,1
5328,0
5329,0
5330,0
5331,0
5332,1
5333,0
5334,0
5335,1
5336,0
5337,0
5338,1
5339,1
5340,0
5341,0
5342,0
5343,1
5344,0
5345,0
5346,1
5347,0
5348,0
5349,1
5350,1
5351,1
5352,0
5353,1
5354,0
5355,0
5356,1
5357,0
5358,0
5359,0
5360,0
5361,0
5362,1
5363,0
5364,0
5365,0
5366,0
5367,0
5368,0
5369,1
5370,1
5371,0
5372,0
5373,1
5374,1
5375,0
5376,1
5377,1
5378,0
5379,0
5380,0
5381,0
5382,0
5383,0
5384,0
5385,1
5386,0
5387,1
5388,1
5389,1
5390,1
5391,0
5392,0
5393,0
5394,0
5395,1
5396,0
5397,1
5398,0
5399,0
5400,0
5401,1
5402,1
5403,0
5404,1
5405,0
5406,0
5407,0
5408,1
5409,0
5410,0
5411,1
5412,1
5413,1
5414,0
5415,0
5416,0
5417,0
5418,1
5419,0
5420,1
5421,0
5422,0
5423,1
5424,0
5425,1
5426,0
5427,0
5428,0
5429,0
5430,0
5431,0
5432,0
5433,0
5434,0
5435,0
5436,1
5437,0
5438,0
5439,1
5440,0
5441,1
5442,0
5443,1
5444,0
5445,0
5446,0
5447,0
5448,1
5449,0
5450,1
5451,1
5452,0
5453,1
5454,0
5455,1
5456,0
5457,0
5458,0
5459,0
5460,0
5461,1
5462,1
5463,1
5464,0
5465,0
5466,0
5467,0
5468,0
5469,0
5470,0
5471,1
5472,0
5473,1
5474,0
5475,1
5476,0
5477,1
5478,1
5479,0
5480,0
5481,0
5482,0
5483,0
5484,0
5485,1
5486,1
5487,1
5488,1
5489,0
5490,0
5491,0
5492,0
5493,0
5494,0
5495,1
5496,1
5497,1
5498,0
5499,1
5500,0
5501,1
5502,0
5503,1
5504,0
5505,1
5506,0
5507,0
5508,0
5509,1
5510,1
5511,0
5512,0
5513,1
5514,1
5515,1
5516,1
5517,0
5518,1
5519,1
5520,0
5521,1
5522,1
5523,1
5524,0
5525,0
5526,0
5527,1
5528,0
5529,1
5530,0
5531,0
5532,1
5533,0
5534,0
5535,1
5536,0
5537,0
5538,0
5539,1
5540,1
5541,0
5542,1
5543,0
5544,0
5545,0
5546,1
5547,0
5548,0
5549,0
5550,0
5551,1
5552,0
5553,0
5554,1
5555,1
5556,0
5557,1
5558,0
5559,0
5560,1
5561,0
5562,0
5563,1
5564,0
5565,1
5566,1
5567,1
5568,0
5569,0
5570,1
5571,1
5572,0
5573,1
5574,1
5575,1
5576,0
5577,0
5578,1
5579,1
5580,0
5581,0
5582,1
5583,0
5584,0
5585,1
5586,0
5587,1
5588,0
5589,0
5590,0
5591,1
5592,1
5593,0
5594,1
5595,0
5596,1
5597,0
5598,0
5599,0
5600,1
5601,1
5602,0
5603,0
5604,0
5605,0
5606,0
5607,0
5608,0
5609,1
5610,0
5611,1
5612,0
5613,0
5614,1
5615,1
5616,1
5617,1
5618,0
5619,1
5620,0
5621,0
5622,0
5623,1
5624,0
5625,1
5626,0
5627,1
5628,0
5629,0
5630,0
5631,0
5632,0
5633,0
5634,0
5635,0
5636,0
5637,0
5638,0
5639,0
5640,1
5641,0
5642,0
5643,0
5644,0
5645,1
5646,1
5647,1
5648,0
5649,0
5650,0
5651,0
5652,0
5653,0
5654,0
5655,0
5656,0
5657,0
5658,0
5659,1
5660,1
5661,1
5662,0
5663,0
5664,0
5665,1
5666,1
5667,1
5668,1
5669,0
5670,0
5671,0
5672,1
5673,0
5674,0
5675,1
5676,0
5677,1
5678,1
5679,1
5680,1
5681,0
5682,0
5683,0
5684,0
5685,1
5686,0
5687,1
5688,0
5689,0
5690,1
5691,1
5692,1
5693,1
5694,0
5695,0
5696,1
5697,0
5698,1
5699,1
5700,1
5701,1
5702,1
5703,0
5704,1
5705,0
5706,0
5707,0
5708,0
5709,1
5710,1
5711,0
5712,0
5713,1
5714,0
5715,0
5716,0
5717,0
5718,0
5719,0
5720,0
5721,0
5722,1
5723,1
5724,0
5725,1
5726,0
5727,0
5728,0
5729,0
5730,0
5731,0
5732,0
5733,0
5734,0
5735,0
5736,0
5737,1
5738,1
5739,0
5740,0
5741,0
5742,1
5743,0
5744,0
5745,0
5746,1
5747,0
5748,1
5749,0
5750,0
5751,1
5752,0
5753,0
5754,1
5755,1
5756,1
5757,0
5758,0
5759,1
5760,0
5761,0
5762,1
5763,0
5764,1
5765,1
5766,0
5767,1
5768,0
5769,0
5770,1
5771,0
5772,1
5773,1
5774,0
5775,0
5776,0
5777,1
5778,1
5779,1
5780,0
5781,0
5782,1
5783,0
5784,1
5785,0
5786,1
5787,0
5788,0
5789,0
5790,0
5791,0
5792,1
5793,0
5794,1
