,Problem1
2997,0
2998,1
2999,0
3000,1
3001,0
3002,0
3003,1
3004,0
3005,0
3006,0
3007,0
3008,1
3009,0
3010,0
3011,1
3012,0
3013,0
3014,0
3015,0
3016,1
3017,1
3018,0
3019,0
3020,1
3021,0
3022,0
3023,1
3024,0
3025,0
3026,1
3027,1
3028,1
3029,1
3030,0
3031,1
3032,0
3033,0
3034,1
3035,0
3036,1
3037,0
3038,1
3039,0
3040,0
3041,1
3042,1
3043,0
3044,0
3045,1
3046,0
3047,1
3048,0
3049,0
3050,0
3051,0
3052,0
3053,1
3054,0
3055,0
3056,1
3057,0
3058,0
3059,0
3060,0
3061,1
3062,0
3063,1
3064,0
3065,1
3066,0
3067,0
3068,0
3069,0
3070,1
3071,0
3072,1
3073,0
3074,0
3075,0
3076,0
3077,1
3078,0
3079,1
3080,1
3081,0
3082,1
3083,1
3084,0
3085,1
3086,0
3087,0
3088,0
3089,0
3090,1
3091,1
3092,1
3093,1
3094,0
3095,1
3096,0
3097,1
3098,0
3099,0
3100,1
3101,1
3102,0
3103,0
3104,1
3105,1
3106,0
3107,0
3108,0
3109,1
3110,0
3111,0
3112,0
3113,0
3114,0
3115,1
3116,1
3117,1
3118,0
3119,0
3120,1
3121,1
3122,0
3123,0
3124,1
3125,0
3126,1
3127,0
3128,1
3129,0
3130,0
3131,0
3132,0
3133,0
3134,1
3135,1
3136,0
3137,0
3138,0
3139,0
3140,1
3141,1
3142,0
3143,1
3144,1
3145,0
3146,0
3147,1
3148,1
3149,1
3150,0
3151,0
3152,0
3153,1
3154,0
3155,0
3156,0
3157,1
3158,1
3159,0
3160,1
3161,0
3162,1
3163,0
3164,0
3165,1
3166,1
3167,0
3168,1
3169,1
3170,1
3171,0
3172,0
3173,1
3174,1
3175,0
3176,1
3177,0
3178,1
3179,1
3180,0
3181,1
3182,1
3183,0
3184,1
3185,0
3186,0
3187,1
3188,1
3189,1
3190,0
3191,1
3192,0
3193,1
3194,1
3195,0
3196,0
3197,0
3198,0
3199,0
3200,1
3201,0
3202,0
3203,0
3204,0
3205,0
3206,1
3207,1
3208,1
3209,0
3210,0
3211,0
3212,0
3213,0
3214,0
3215,0
3216,1
3217,0
3218,0
3219,1
3220,0
3221,0
3222,1
3223,1
3224,1
3225,0
3226,0
3227,0
3228,0
3229,1
3230,1
3231,0
3232,1
3233,1
3234,1
3235,0
3236,0
3237,0
3238,0
3239,1
3240,1
3241,1
3242,0
3243,0
3244,1
3245,0
3246,0
3247,0
3248,1
3249,0
3250,0
3251,1
3252,1
3253,1
3254,0
3255,1
3256,0
3257,1
3258,0
3259,0
3260,1
3261,0
3262,0
3263,0
3264,0
3265,1
3266,0
3267,1
3268,1
3269,1
3270,0
3271,0
3272,1
3273,0
3274,1
3275,1
3276,0
3277,0
3278,1
3279,0
3280,0
3281,1
3282,1
3283,1
3284,1
3285,0
3286,0
3287,0
3288,1
3289,0
3290,0
3291,0
3292,0
3293,1
3294,0
3295,0
3296,1
3297,1
3298,1
3299,0
3300,0
3301,0
3302,0
3303,0
3304,1
3305,1
3306,0
3307,1
3308,1
3309,0
3310,0
3311,1
3312,1
3313,1
3314,1
3315,1
3316,1
3317,0
3318,1
3319,0
3320,0
3321,1
3322,1
3323,1
3324,0
3325,0
3326,1
3327,0
3328,1
3329,0
3330,1
3331,1
3332,1
3333,0
3334,0
3335,0
3336,1
3337,0
3338,1
3339,0
3340,1
3341,0
3342,1
3343,1
3344,0
3345,1
3346,0
3347,1
3348,0
3349,0
3350,0
3351,0
3352,0
3353,1
3354,0
3355,0
3356,0
3357,0
3358,0
3359,0
3360,1
3361,0
3362,0
3363,0
3364,1
3365,0
3366,1
3367,0
3368,0
3369,1
3370,0
3371,0
3372,1
3373,0
3374,0
3375,0
3376,0
3377,0
3378,0
3379,1
3380,0
3381,1
3382,0
3383,1
3384,1
3385,0
3386,0
3387,0
3388,0
3389,1
3390,1
3391,0
3392,0
3393,0
3394,0
3395,1
3396,0
3397,0
3398,0
3399,0
3400,0
3401,1
3402,1
3403,1
3404,0
3405,1
3406,1
3407,1
3408,0
3409,0
3410,1
3411,0
3412,0
3413,0
3414,0
3415,0
3416,0
3417,1
3418,0
3419,0
3420,1
3421,0
3422,0
3423,1
3424,0
3425,0
3426,0
3427,0
3428,1
3429,0
3430,1
3431,1
3432,1
3433,0
3434,0
3435,1
3436,1
3437,0
3438,1
3439,1
3440,0
3441,1
3442,0
3443,0
3444,1
3445,1
3446,0
3447,1
3448,0
3449,1
3450,0
3451,0
3452,1
3453,0
3454,0
3455,1
3456,0
3457,1
3458,0
3459,1
3460,1
3461,0
3462,1
3463,1
3464,1
3465,0
3466,1
3467,1
3468,1
3469,1
3470,0
3471,0
3472,0
3473,0
3474,1
3475,0
3476,0
3477,1
3478,0
3479,1
3480,0
3481,0
3482,0
3483,0
3484,0
3485,0
3486,0
3487,1
3488,0
3489,1
3490,0
3491,1
3492,0
3493,0
3494,0
3495,1
3496,1
3497,1
3498,0
3499,0
3500,1
3501,0
3502,0
3503,0
3504,1
3505,1
3506,1
3507,1
3508,1
3509,0
3510,0
3511,0
3512,1
3513,1
3514,0
3515,0
3516,1
3517,0
3518,0
3519,0
3520,1
3521,0
3522,0
3523,0
3524,0
3525,0
3526,0
3527,1
3528,0
3529,0
3530,1
3531,0
3532,0
3533,1
3534,1
3535,0
3536,0
3537,0
3538,0
3539,0
3540,0
3541,1
3542,1
3543,1
3544,0
3545,0
3546,1
3547,1
3548,0
3549,0
3550,0
3551,0
3552,0
3553,0
3554,1
3555,0
3556,1
3557,0
3558,0
3559,1
3560,0
3561,0
3562,0
3563,1
3564,0
3565,1
3566,0
3567,1
3568,0
3569,1
3570,0
3571,1
3572,0
3573,0
3574,0
3575,1
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0
3583,0
3584,1
3585,1
3586,0
3587,0
3588,0
3589,0
3590,0
3591,1
3592,0
3593,1
3594,0
3595,0
3596,1
3597,0
3598,1
3599,0
3600,0
3601,0
3602,1
3603,1
3604,1
3605,1
3606,0
3607,0
3608,1
3609,1
3610,1
3611,1
3612,1
3613,1
3614,0
3615,0
3616,1
3617,1
3618,1
3619,0
3620,0
3621,0
3622,1
3623,1
3624,0
3625,0
3626,0
3627,0
3628,0
3629,0
3630,1
3631,1
3632,1
3633,1
3634,1
3635,0
3636,0
3637,1
3638,1
3639,0
3640,1
3641,1
3642,1
3643,1
3644,0
3645,1
3646,1
3647,0
3648,1
3649,1
3650,0
3651,1
3652,0
3653,0
3654,1
3655,1
3656,0
3657,0
3658,0
3659,0
3660,1
3661,0
3662,1
3663,1
3664,0
3665,0
3666,1
3667,0
3668,0
3669,0
3670,1
3671,0
3672,0
3673,0
3674,1
3675,1
3676,1
3677,1
3678,1
3679,1
3680,0
3681,0
3682,0
3683,0
3684,1
3685,1
3686,0
3687,0
3688,0
3689,1
3690,0
3691,0
3692,0
3693,1
3694,0
3695,0
3696,0
3697,1
3698,0
3699,0
3700,1
3701,0
3702,1
3703,0
3704,0
3705,0
3706,0
3707,0
3708,0
3709,1
3710,0
3711,0
3712,0
3713,0
3714,0
3715,0
3716,1
3717,1
3718,0
3719,0
3720,0
3721,0
3722,1
3723,1
3724,1
3725,1
3726,0
3727,1
3728,1
3729,1
3730,0
3731,0
3732,0
3733,0
3734,0
3735,1
3736,0
3737,1
3738,0
3739,0
3740,0
3741,1
3742,0
3743,0
3744,0
3745,1
3746,1
3747,0
3748,0
3749,1
3750,0
3751,0
3752,0
3753,1
3754,1
3755,1
3756,1
3757,0
3758,0
3759,0
3760,0
3761,1
3762,0
3763,0
3764,1
3765,1
3766,1
3767,0
3768,0
3769,1
3770,1
3771,1
3772,0
3773,1
3774,1
3775,1
3776,1
3777,0
3778,0
3779,0
3780,0
3781,1
3782,1
3783,0
3784,1
3785,1
3786,0
3787,0
3788,1
3789,0
3790,1
3791,1
3792,0
3793,1
3794,0
3795,0
3796,1
3797,1
3798,0
3799,0
3800,0
3801,0
3802,1
3803,0
3804,1
3805,1
3806,0
3807,0
3808,0
3809,0
3810,1
3811,0
3812,0
3813,0
3814,1
3815,0
3816,1
3817,0
3818,1
3819,0
3820,0
3821,0
3822,1
3823,0
3824,0
3825,1
3826,1
3827,1
3828,0
3829,0
3830,0
3831,1
3832,0
3833,0
3834,0
3835,1
3836,0
3837,1
3838,1
3839,0
3840,0
3841,1
3842,1
3843,1
3844,1
3845,0
3846,0
3847,0
3848,0
3849,1
3850,1
3851,0
3852,0
3853,1
3854,0
3855,0
3856,0
3857,0
3858,0
3859,1
3860,1
3861,1
3862,1
3863,1
3864,0
3865,0
3866,0
3867,1
3868,1
3869,0
3870,1
3871,1
3872,1
3873,0
3874,0
3875,0
3876,0
3877,1
3878,1
3879,1
3880,1
3881,0
3882,0
3883,1
3884,1
3885,1
3886,1
3887,1
3888,1
3889,1
3890,1
3891,0
3892,0
3893,1
3894,0
3895,0
3896,0
3897,0
3898,0
3899,1
3900,1
3901,0
3902,0
3903,1
3904,1
3905,1
3906,0
3907,1
3908,1
3909,0
3910,1
3911,1
3912,1
3913,1
3914,0
3915,0
3916,0
3917,0
3918,1
3919,0
3920,0
3921,1
3922,0
3923,0
3924,0
3925,1
3926,1
3927,0
3928,0
3929,1
3930,1
3931,1
3932,0
3933,0
3934,1
3935,0
3936,0
3937,0
3938,1
3939,1
3940,0
3941,0
3942,0
3943,1
3944,0
3945,0
3946,1
3947,0
3948,1
3949,1
3950,0
3951,0
3952,0
3953,0
3954,0
3955,0
3956,0
3957,1
3958,0
3959,1
3960,0
3961,0
3962,1
3963,0
3964,1
3965,0
3966,0
3967,1
3968,0
3969,0
3970,0
3971,0
3972,0
3973,0
3974,1
3975,0
3976,0
3977,0
3978,1
3979,0
3980,0
3981,1
3982,0
3983,1
3984,0
3985,0
3986,0
3987,0
3988,0
3989,1
3990,0
3991,1
3992,1
3993,1
3994,0
3995,1
3996,1
3997,1
3998,0
3999,0
4000,1
4001,0
4002,0
4003,0
4004,0
4005,0
4006,0
4007,0
4008,0
4009,1
4010,0
4011,0
4012,1
4013,1
4014,1
4015,1
4016,0
4017,1
4018,1
4019,0
4020,0
4021,1
4022,1
4023,1
4024,0
4025,0
4026,0
4027,1
4028,1
4029,0
4030,0
4031,1
4032,0
4033,0
4034,0
4035,0
4036,1
4037,0
4038,0
4039,0
4040,0
4041,1
4042,1
4043,0
4044,1
4045,0
4046,0
4047,1
4048,0
4049,0
4050,0
4051,1
4052,0
4053,1
4054,0
4055,1
4056,1
4057,0
4058,1
4059,0
4060,0
4061,0
4062,1
4063,0
4064,0
4065,0
4066,1
4067,0
4068,0
4069,1
4070,0
4071,1
4072,0
4073,0
4074,0
4075,0
4076,1
4077,0
4078,0
4079,0
4080,1
4081,1
4082,1
4083,1
4084,1
4085,0
4086,0
4087,0
4088,0
4089,1
4090,1
4091,1
4092,1
4093,0
4094,0
4095,0
4096,0
4097,1
4098,1
4099,1
4100,0
4101,0
4102,1
4103,0
4104,1
4105,0
4106,0
4107,0
4108,0
4109,0
4110,1
4111,1
4112,0
4113,1
4114,0
4115,1
4116,1
4117,1
4118,1
4119,0
4120,1
4121,0
4122,0
4123,0
4124,1
4125,0
4126,1
4127,1
4128,1
4129,0
4130,0
4131,0
4132,1
4133,0
4134,0
4135,0
4136,1
4137,0
4138,1
4139,1
4140,1
4141,0
4142,0
4143,0
4144,1
4145,0
4146,0
4147,0
4148,1
4149,0
4150,0
4151,1
4152,1
4153,0
4154,1
4155,0
4156,1
4157,1
4158,1
4159,0
4160,1
4161,0
4162,1
4163,0
4164,1
4165,0
4166,1
4167,0
4168,0
4169,0
4170,0
4171,0
4172,1
4173,0
4174,0
4175,0
4176,0
4177,0
4178,1
4179,0
4180,0
4181,1
4182,1
4183,0
4184,0
4185,1
4186,0
4187,1
4188,0
4189,0
4190,0
4191,0
4192,0
4193,1
4194,0
4195,0
4196,0
4197,0
4198,0
4199,0
4200,1
4201,0
4202,1
4203,0
4204,1
4205,0
4206,1
4207,1
4208,0
4209,0
4210,0
4211,1
4212,0
4213,1
4214,1
4215,1
4216,0
4217,1
4218,1
4219,0
4220,0
4221,0
4222,1
4223,0
4224,0
4225,1
4226,1
4227,0
4228,1
4229,1
4230,1
4231,0
4232,1
4233,0
4234,1
4235,1
4236,1
4237,0
4238,0
4239,1
4240,0
4241,0
4242,0
4243,1
4244,1
4245,0
4246,0
4247,1
4248,0
4249,1
4250,0
4251,1
4252,1
4253,0
4254,1
4255,0
4256,0
4257,1
4258,1
4259,1
4260,1
4261,0
4262,0
4263,0
4264,1
4265,1
4266,0
4267,0
4268,1
4269,0
4270,0
4271,0
4272,1
4273,0
4274,0
4275,0
4276,0
4277,1
4278,1
4279,0
4280,1
4281,1
4282,0
4283,1
4284,1
4285,1
4286,1
4287,0
4288,0
4289,1
4290,1
4291,1
4292,0
4293,0
4294,0
4295,0
4296,0
4297,1
4298,0
4299,1
4300,0
4301,0
4302,0
4303,1
4304,0
4305,0
4306,0
4307,1
4308,1
4309,1
4310,0
4311,0
4312,1
4313,1
4314,1
4315,1
4316,0
4317,1
4318,1
4319,0
4320,1
4321,0
4322,0
4323,1
4324,1
4325,0
4326,1
4327,1
4328,0
4329,1
4330,1
4331,0
4332,0
4333,0
4334,1
4335,0
4336,1
4337,0
4338,1
4339,0
4340,0
4341,1
4342,0
4343,0
4344,0
4345,0
4346,1
4347,1
4348,1
4349,1
4350,0
4351,0
4352,0
4353,0
4354,1
4355,0
4356,1
4357,0
4358,0
4359,0
4360,1
4361,1
4362,0
4363,0
4364,0
4365,0
4366,1
4367,0
4368,1
4369,1
4370,1
4371,0
4372,0
4373,0
4374,1
4375,0
4376,0
4377,0
4378,0
4379,0
4380,1
4381,0
4382,1
4383,1
4384,0
4385,1
4386,0
4387,0
4388,0
4389,1
4390,1
4391,0
4392,0
4393,0
4394,1
4395,0
4396,0
4397,0
4398,1
4399,0
4400,0
4401,0
4402,1
4403,1
4404,1
4405,0
4406,1
4407,1
4408,0
4409,0
4410,1
4411,0
4412,1
4413,1
4414,1
4415,0
4416,0
4417,0
4418,0
4419,1
4420,1
4421,1
4422,1
4423,0
4424,1
4425,1
4426,0
4427,1
4428,0
4429,1
4430,0
4431,1
4432,1
4433,1
4434,0
4435,0
4436,0
4437,0
4438,1
4439,0
4440,1
4441,0
4442,1
4443,1
4444,1
4445,0
4446,1
4447,1
4448,0
4449,0
4450,0
4451,0
4452,0
4453,1
4454,0
4455,0
4456,1
4457,0
4458,0
4459,0
4460,0
4461,0
4462,0
4463,1
4464,1
4465,1
4466,0
4467,0
4468,1
4469,1
4470,0
4471,0
4472,1
4473,0
4474,1
4475,1
4476,0
4477,0
4478,1
4479,0
4480,0
4481,0
4482,1
4483,1
4484,1
4485,1
4486,1
4487,1
4488,0
4489,0
4490,1
4491,0
4492,1
4493,0
4494,1
4495,1
4496,1
4497,1
4498,1
4499,1
4500,0
4501,0
4502,0
4503,1
4504,1
4505,1
4506,0
4507,1
4508,0
4509,1
4510,1
4511,1
4512,0
4513,1
4514,0
4515,0
4516,1
4517,1
4518,0
4519,1
4520,1
4521,0
4522,0
4523,1
4524,1
4525,0
4526,1
4527,1
4528,1
4529,0
4530,0
4531,1
4532,0
4533,0
4534,0
4535,0
4536,0
4537,1
4538,0
4539,1
4540,1
4541,1
4542,1
4543,1
4544,0
4545,1
4546,0
4547,0
4548,1
4549,0
4550,0
4551,0
4552,1
4553,1
4554,0
4555,0
4556,0
4557,0
4558,0
4559,1
4560,1
4561,0
4562,0
4563,1
4564,0
4565,0
4566,0
4567,0
4568,0
4569,0
4570,0
4571,0
4572,0
4573,0
4574,0
4575,1
4576,0
4577,0
4578,1
4579,1
4580,1
4581,1
4582,0
4583,0
4584,1
4585,0
4586,1
4587,0
4588,0
4589,1
4590,1
4591,1
4592,1
4593,0
4594,1
4595,1
4596,0
4597,1
4598,0
4599,0
4600,0
4601,0
4602,1
4603,0
4604,0
4605,1
4606,0
4607,1
4608,1
4609,1
4610,0
4611,0
4612,0
4613,0
4614,1
4615,0
4616,0
4617,1
4618,0
4619,1
4620,0
4621,1
4622,0
4623,0
4624,1
4625,0
4626,0
4627,0
4628,1
4629,0
4630,0
4631,1
4632,0
4633,0
4634,0
4635,1
4636,0
4637,1
4638,1
4639,1
4640,0
4641,1
4642,0
4643,1
4644,0
4645,1
4646,0
4647,0
4648,0
4649,1
4650,0
4651,0
4652,1
4653,1
4654,0
4655,1
4656,0
4657,0
4658,1
4659,0
4660,1
4661,1
4662,0
4663,1
4664,0
4665,0
4666,0
4667,1
4668,0
4669,1
4670,1
4671,0
4672,0
4673,0
4674,1
4675,1
4676,1
4677,0
4678,1
4679,0
4680,0
4681,1
4682,1
4683,0
4684,0
4685,1
4686,1
4687,1
4688,0
4689,0
4690,0
4691,1
4692,1
4693,1
4694,1
4695,0
4696,1
4697,1
4698,1
4699,0
4700,1
4701,0
4702,1
4703,1
4704,0
4705,1
4706,0
4707,1
4708,1
4709,0
4710,1
4711,1
4712,0
4713,0
4714,1
4715,1
4716,0
4717,1
4718,0
4719,0
4720,1
4721,0
4722,1
4723,1
4724,1
4725,0
4726,0
4727,0
4728,1
4729,0
4730,1
4731,0
4732,0
4733,0
4734,0
4735,1
4736,0
4737,0
4738,0
4739,0
4740,0
4741,1
4742,1
4743,1
4744,1
4745,1
4746,1
4747,0
4748,0
4749,0
4750,0
4751,1
4752,1
4753,1
4754,1
4755,1
4756,0
4757,1
4758,1
4759,1
4760,1
4761,0
4762,1
4763,0
4764,0
4765,1
4766,0
4767,0
4768,1
4769,0
4770,0
4771,0
4772,0
4773,1
4774,0
4775,1
4776,0
4777,1
4778,0
4779,1
4780,1
4781,1
4782,1
4783,0
4784,1
4785,0
4786,0
4787,0
4788,0
4789,0
4790,0
4791,0
4792,1
4793,1
4794,0
4795,1
4796,1
4797,0
4798,0
4799,1
4800,1
4801,0
4802,0
4803,0
4804,0
4805,0
4806,0
4807,0
4808,1
4809,0
4810,0
4811,0
4812,0
4813,0
4814,1
4815,0
4816,0
4817,0
4818,1
4819,0
4820,0
4821,1
4822,1
4823,0
4824,1
4825,0
4826,1
4827,1
4828,1
4829,1
4830,0
4831,0
4832,1
4833,0
4834,0
4835,0
4836,0
4837,0
4838,0
4839,1
4840,1
4841,0
4842,0
4843,0
4844,0
4845,0
4846,0
4847,1
4848,1
4849,1
4850,1
4851,0
4852,1
4853,0
4854,1
4855,0
4856,1
4857,0
4858,1
4859,0
4860,1
4861,1
4862,0
4863,1
4864,0
4865,0
4866,0
4867,0
4868,0
4869,0
4870,0
4871,1
4872,0
4873,0
4874,1
4875,0
4876,0
4877,0
4878,0
4879,0
4880,0
4881,0
4882,0
4883,0
4884,0
4885,1
4886,0
4887,0
4888,0
4889,0
4890,0
4891,0
4892,0
4893,0
4894,1
4895,1
4896,0
4897,1
4898,1
4899,0
4900,0
4901,1
4902,0
4903,0
4904,0
4905,1
4906,0
4907,0
4908,1
4909,0
4910,1
4911,1
4912,0
4913,1
4914,0
4915,1
4916,1
4917,1
4918,0
4919,0
4920,0
4921,0
4922,1
4923,0
4924,1
4925,0
4926,0
4927,0
4928,1
4929,0
4930,0
4931,1
4932,0
4933,0
4934,0
4935,0
4936,0
4937,1
4938,0
4939,0
4940,0
4941,0
4942,0
4943,1
4944,0
4945,0
4946,1
4947,1
4948,1
4949,1
4950,0
4951,0
4952,1
4953,0
4954,0
4955,0
4956,1
4957,0
4958,0
4959,1
4960,0
4961,0
4962,1
4963,0
4964,0
4965,1
4966,0
4967,0
4968,1
4969,1
4970,1
4971,0
4972,0
4973,0
4974,0
4975,0
4976,1
4977,0
4978,0
4979,1
4980,0
4981,0
4982,0
4983,1
4984,0
4985,0
4986,1
4987,0
4988,0
4989,1
4990,0
4991,0
4992,0
4993,0
4994,0
4995,0
4996,0
4997,0
4998,1
4999,1
5000,0
5001,0
5002,0
5003,1
5004,0
5005,0
5006,1
5007,0
5008,0
5009,1
5010,1
5011,0
5012,0
5013,1
5014,0
5015,1
5016,0
5017,1
5018,0
5019,0
5020,0
5021,1
5022,0
5023,0
5024,0
5025,1
5026,0
5027,1
5028,1
5029,1
5030,1
5031,0
5032,0
5033,1
5034,0
5035,0
5036,1
5037,0
5038,0
5039,1
5040,0
5041,0
5042,1
5043,0
5044,1
5045,1
5046,0
5047,0
5048,1
5049,0
5050,1
5051,0
5052,0
5053,1
5054,0
5055,1
5056,0
5057,1
5058,0
5059,0
5060,1
5061,0
5062,1
5063,1
5064,1
5065,0
5066,0
5067,1
5068,1
5069,0
5070,0
5071,1
5072,1
5073,0
5074,0
5075,0
5076,1
5077,1
5078,0
5079,1
5080,0
5081,0
5082,1
5083,1
5084,1
5085,0
5086,0
5087,1
5088,1
5089,1
5090,0
5091,1
5092,1
5093,1
5094,0
5095,0
5096,0
5097,0
5098,1
5099,0
5100,0
5101,1
5102,1
5103,0
5104,1
5105,0
5106,1
5107,1
5108,0
5109,1
5110,1
5111,0
5112,0
5113,1
5114,0
5115,1
5116,0
5117,1
5118,1
5119,0
5120,1
5121,0
5122,1
5123,0
5124,0
5125,1
5126,0
5127,0
5128,1
5129,0
5130,0
5131,0
5132,0
5133,0
5134,0
5135,1
5136,1
5137,0
5138,0
5139,0
5140,0
5141,1
5142,1
5143,1
5144,1
5145,0
5146,1
5147,0
5148,0
5149,0
5150,0
5151,0
5152,0
5153,0
5154,0
5155,0
5156,1
5157,0
5158,0
5159,0
5160,0
5161,1
5162,0
5163,1
5164,1
5165,0
5166,1
5167,0
5168,0
5169,1
5170,0
5171,1
5172,0
5173,1
5174,0
5175,0
5176,0
5177,1
5178,0
5179,0
5180,0
5181,0
5182,1
5183,1
5184,0
5185,1
5186,0
5187,0
5188,1
5189,0
5190,0
5191,0
5192,0
5193,0
5194,0
5195,1
5196,1
5197,1
5198,0
5199,0
5200,0
5201,0
5202,0
5203,1
5204,0
5205,0
5206,1
5207,0
5208,0
5209,1
5210,1
5211,0
5212,0
5213,0
5214,1
5215,1
5216,1
5217,0
5218,0
5219,0
5220,1
5221,1
5222,0
5223,0
5224,0
5225,0
5226,0
5227,0
5228,0
5229,0
5230,0
5231,0
5232,1
5233,1
5234,0
5235,1
5236,0
5237,0
5238,1
5239,0
5240,0
5241,0
5242,1
5243,0
5244,0
5245,1
5246,1
5247,1
5248,0
5249,0
5250,1
5251,1
5252,0
5253,0
5254,1
5255,0
5256,0
5257,1
5258,1
5259,0
5260,0
5261,1
5262,0
5263,0
5264,0
5265,1
5266,0
5267,1
5268,0
5269,0
5270,1
5271,1
5272,1
5273,1
5274,0
5275,1
5276,0
5277,1
5278,0
5279,1
5280,0
5281,1
5282,0
5283,1
5284,0
5285,0
5286,1
5287,0
5288,1
5289,1
5290,1
5291,0
5292,0
5293,0
5294,1
5295,0
5296,1
5297,0
5298,0
5299,0
5300,0
5301,0
5302,1
5303,0
5304,0
5305,0
5306,0
5307,0
5308,0
5309,1
5310,0
5311,0
5312,0
5313,1
5314,1
5315,0
5316,0
5317,0
5318,0
5319,1
5320,1
5321,0
5322,1
5323,0
5324,0
5325,0
5326,0
5327,1
5328,0
5329,0
5330,1
5331,1
5332,1
5333,1
5334,0
5335,0
5336,0
5337,0
5338,1
5339,1
5340,0
5341,1
5342,0
5343,0
5344,0
5345,0
5346,0
5347,0
5348,0
5349,0
5350,0
5351,0
5352,0
5353,0
5354,0
5355,0
5356,0
5357,1
5358,1
5359,1
5360,1
5361,1
5362,1
5363,0
5364,0
5365,1
5366,0
5367,0
5368,1
5369,1
5370,0
5371,0
5372,1
5373,0
5374,0
5375,0
5376,0
5377,0
5378,0
5379,1
5380,0
5381,0
5382,0
5383,1
5384,1
5385,0
5386,0
5387,1
5388,1
5389,1
5390,0
5391,1
5392,0
5393,0
5394,0
5395,1
5396,1
5397,0
5398,0
5399,1
5400,0
5401,0
5402,1
5403,1
5404,0
5405,1
5406,1
5407,1
5408,1
5409,1
5410,1
5411,0
5412,1
5413,1
5414,0
5415,1
5416,0
5417,0
5418,0
5419,1
5420,0
5421,1
5422,0
5423,0
5424,0
5425,1
5426,0
5427,1
5428,1
5429,1
5430,0
5431,1
5432,0
5433,1
5434,0
5435,1
5436,0
5437,0
5438,0
5439,1
5440,0
5441,0
5442,0
5443,1
5444,0
5445,0
5446,0
5447,1
5448,0
5449,1
5450,1
5451,0
5452,1
5453,0
5454,0
5455,0
5456,0
5457,0
5458,1
5459,1
5460,0
5461,1
5462,0
5463,0
5464,0
5465,1
5466,0
5467,0
5468,0
5469,1
5470,0
5471,0
5472,1
5473,1
5474,1
5475,1
5476,1
5477,0
5478,1
5479,0
5480,1
5481,0
5482,1
5483,1
5484,1
5485,0
5486,1
5487,0
5488,0
5489,0
5490,0
5491,0
5492,0
5493,0
5494,0
5495,1
5496,1
5497,0
5498,0
5499,0
5500,0
5501,0
5502,1
5503,0
5504,1
5505,1
5506,0
5507,0
5508,1
5509,1
5510,0
5511,0
5512,1
5513,0
5514,0
5515,0
5516,0
5517,1
5518,0
5519,0
5520,1
5521,0
5522,1
5523,1
5524,0
5525,0
5526,0
5527,0
5528,1
5529,1
5530,1
5531,1
5532,0
5533,1
5534,1
5535,0
5536,1
5537,0
5538,1
5539,1
5540,0
5541,0
5542,0
5543,1
5544,0
5545,0
5546,0
5547,1
5548,0
5549,0
5550,0
5551,0
5552,1
5553,1
5554,0
5555,1
5556,1
5557,0
5558,1
5559,0
5560,1
5561,1
5562,1
5563,0
5564,0
5565,0
5566,1
5567,1
5568,0
5569,0
5570,0
5571,1
5572,1
5573,0
5574,0
5575,0
5576,0
5577,1
5578,0
5579,1
5580,0
5581,0
5582,0
5583,0
5584,1
5585,0
5586,0
5587,0
5588,1
5589,0
5590,0
5591,0
5592,1
5593,0
5594,0
5595,0
5596,1
5597,0
5598,1
5599,0
5600,0
5601,1
5602,1
5603,0
5604,0
5605,1
5606,0
5607,0
5608,1
5609,1
5610,1
5611,0
5612,1
5613,1
5614,0
5615,1
5616,0
5617,0
5618,1
5619,0
5620,0
5621,1
5622,0
5623,0
5624,0
5625,0
5626,1
5627,0
5628,1
5629,0
5630,0
5631,0
5632,1
5633,1
5634,0
5635,0
5636,1
5637,1
5638,0
5639,0
5640,1
5641,1
5642,0
5643,1
5644,0
5645,0
5646,1
5647,0
5648,0
5649,0
5650,0
5651,0
5652,0
5653,1
5654,0
5655,1
5656,0
5657,1
5658,0
5659,0
5660,0
5661,0
5662,0
5663,0
5664,0
5665,1
5666,1
5667,1
5668,0
5669,0
5670,0
5671,1
5672,1
5673,0
5674,1
5675,1
5676,1
5677,0
5678,1
5679,1
5680,0
5681,1
5682,1
5683,1
5684,0
5685,0
5686,0
5687,0
5688,0
5689,1
5690,0
5691,0
5692,0
5693,0
5694,0
5695,0
5696,1
5697,1
5698,1
5699,1
5700,0
5701,0
5702,1
5703,0
5704,0
5705,1
5706,0
5707,0
5708,0
5709,1
5710,1
5711,1
5712,0
5713,0
5714,0
5715,1
5716,1
5717,1
5718,0
5719,0
5720,0
5721,1
5722,1
5723,1
5724,0
5725,0
5726,1
5727,1
5728,1
5729,1
5730,0
5731,0
5732,0
5733,0
5734,0
5735,0
5736,0
5737,0
5738,0
5739,0
5740,0
5741,0
5742,0
5743,0
5744,1
5745,0
5746,0
5747,1
5748,0
5749,0
5750,0
5751,0
5752,0
5753,0
5754,1
5755,0
5756,0
5757,1
5758,1
5759,1
5760,0
5761,1
5762,1
5763,0
5764,0
5765,0
5766,0
5767,0
5768,0
5769,0
5770,1
5771,1
5772,0
5773,1
5774,0
5775,1
5776,1
5777,1
5778,0
5779,1
5780,0
5781,1
5782,0
5783,0
5784,0
5785,0
5786,0
5787,0
5788,1
5789,0
5790,1
5791,1
5792,0
5793,0
5794,1
