,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week
10098,51,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40
10101,26,Private,11th,Never-married,Other-service,Not-in-family,White,Male,40
10102,61,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40
10103,20,Private,Some-college,Never-married,Protective-serv,Own-child,White,Male,40
10105,52,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
10106,33,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,38
10109,56,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
10110,19,?,Some-college,Never-married,?,Own-child,White,Male,40
10112,18,Private,HS-grad,Never-married,Sales,Other-relative,White,Female,30
10113,43,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,50
10114,43,State-gov,Doctorate,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,64
10115,21,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
10116,51,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40
10117,20,?,11th,Married-civ-spouse,?,Other-relative,White,Female,39
10118,41,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,65
10121,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,60
10122,50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40
10123,47,Private,Bachelors,Divorced,Craft-repair,Not-in-family,White,Male,40
10124,80,Self-emp-not-inc,7th-8th,Widowed,Farming-fishing,Not-in-family,White,Male,35
10125,47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,35
10126,19,?,Some-college,Never-married,?,Own-child,White,Male,84
10128,17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,12
10129,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50
10130,27,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,40
10131,17,Private,12th,Never-married,Other-service,Own-child,White,Male,16
10133,57,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40
10134,26,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,40
10136,36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45
10137,51,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,80
10138,38,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,40
10139,77,?,5th-6th,Married-civ-spouse,?,Husband,White,Male,20
10140,51,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40
10141,24,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,40
10143,35,?,10th,Divorced,?,Not-in-family,White,Male,99
10144,51,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
10145,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
10146,37,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40
10147,43,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
10149,42,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,40
10152,29,Private,HS-grad,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,50
10153,27,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,60
10154,28,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,40
10155,59,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,20
10156,28,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40
10157,24,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40
10158,20,Private,10th,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,40
10160,65,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,25
10162,38,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
10164,27,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,40
10165,36,Private,Masters,Married-civ-spouse,Other-service,Husband,White,Male,40
10166,55,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40
10167,22,Private,5th-6th,Never-married,Machine-op-inspct,Not-in-family,White,Male,30
10170,24,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
10171,36,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
10174,18,Private,7th-8th,Never-married,Machine-op-inspct,Own-child,White,Male,40
10175,50,Self-emp-not-inc,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Female,60
10176,37,Private,12th,Separated,Priv-house-serv,Unmarried,Black,Female,40
10177,60,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
10178,43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
10181,43,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,50
10182,39,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,26
10183,21,Self-emp-not-inc,Some-college,Never-married,Adm-clerical,Own-child,White,Female,15
10184,42,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,7
10186,56,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,45
10188,28,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,40
10189,39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
10190,40,Private,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,40
10191,38,Local-gov,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,40
10192,59,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,36
10193,51,Federal-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40
10195,23,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,40
10196,31,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,40
10197,42,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40
10198,43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
10199,45,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,55
10200,34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,35
10201,21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,30
10202,34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
10203,55,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40
10204,30,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,40
10205,29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48
10206,19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,20
10207,45,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,35
10208,42,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,72
10209,32,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40
10210,90,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40
10211,44,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,44
10212,34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
10214,39,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,25
10216,24,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,32
10218,52,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40
10220,31,Private,9th,Divorced,Transport-moving,Not-in-family,White,Male,40
10221,44,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,50
10222,18,?,Some-college,Never-married,?,Own-child,White,Female,30
10223,27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40
10225,30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60
10227,34,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,20
10228,25,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,19
10229,39,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,40
10230,28,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40
10231,51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,70
10233,33,Private,Some-college,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,26
10234,27,Private,Assoc-voc,Never-married,Handlers-cleaners,Own-child,White,Female,38
10235,29,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,40
10237,37,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50
10238,20,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40
10241,31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45
10242,41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
10243,42,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
10244,20,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,30
10246,55,Private,Bachelors,Married-spouse-absent,Craft-repair,Unmarried,White,Female,55
10248,52,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,45
10250,33,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,40
10252,59,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,38
10254,31,Private,12th,Never-married,Sales,Own-child,White,Male,32
10255,74,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40
10256,45,Private,10th,Divorced,Other-service,Unmarried,Black,Female,40
10257,36,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40
10258,35,Self-emp-inc,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,60
10259,45,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40
10260,42,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,85
10261,50,State-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,40
10262,39,Private,HS-grad,Divorced,Exec-managerial,Other-relative,White,Female,40
10263,44,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Male,45
10268,47,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45
10271,27,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Female,40
10272,52,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,38
10273,22,Private,HS-grad,Divorced,Sales,Own-child,White,Male,40
10274,41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
10277,25,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40
10278,32,Private,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,40
10279,28,Private,Some-college,Separated,Other-service,Not-in-family,White,Female,60
10280,33,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
10281,17,Private,HS-grad,Never-married,Farming-fishing,Own-child,Black,Male,40
10282,27,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40
10283,55,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20
10284,63,Federal-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,18
10285,39,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40
10286,51,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,52
10287,67,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40
10288,41,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,72
10289,27,Private,HS-grad,Widowed,Craft-repair,Unmarried,White,Female,26
10290,54,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45
10291,59,Private,10th,Married-civ-spouse,Transport-moving,Husband,Black,Male,40
10292,18,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,25
10293,19,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,20
10295,17,Private,11th,Never-married,Other-service,Own-child,White,Female,7
10296,42,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40
10297,37,Private,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,30
10299,48,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40
10300,23,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40
10301,27,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,45
10302,25,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40
10303,69,Private,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Female,6
10304,30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,44
10306,28,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,48
10307,45,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
10308,25,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,15
10309,37,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,45
10310,59,Private,Preschool,Never-married,Machine-op-inspct,Not-in-family,White,Male,40
10311,26,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,30
10312,48,Private,Some-college,Separated,Other-service,Not-in-family,White,Female,25
10313,64,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
10314,39,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,50
10315,24,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40
10316,40,State-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,35
10318,35,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,40
10319,43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40
10320,31,Private,HS-grad,Separated,Transport-moving,Not-in-family,White,Male,40
10321,22,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,25
10322,35,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,30
10324,35,State-gov,Some-college,Divorced,Tech-support,Unmarried,White,Female,40
10325,40,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
10326,50,Private,Masters,Never-married,Prof-specialty,Unmarried,White,Female,40
10327,48,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male,63
10329,46,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40
10330,36,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,38
10331,37,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,36
10332,24,Private,9th,Married-civ-spouse,Sales,Husband,White,Male,45
10333,47,Local-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Female,70
10335,43,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40
10336,18,State-gov,11th,Never-married,Other-service,Own-child,White,Male,20
10338,62,Private,HS-grad,Never-married,Other-service,Other-relative,Black,Female,38
10339,36,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,48
10340,27,Private,9th,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,40
10341,23,Private,Some-college,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,14
10342,61,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,15
10344,33,Self-emp-not-inc,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,50
10346,22,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,20
10347,31,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,60
10349,44,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,50
10351,44,Private,Bachelors,Divorced,Sales,Unmarried,White,Female,35
10353,33,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,40
10354,27,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40
10356,29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45
10357,33,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,26
10359,32,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40
10360,41,Self-emp-not-inc,Masters,Divorced,Handlers-cleaners,Unmarried,White,Male,40
10361,19,?,Some-college,Never-married,?,Own-child,White,Female,35
10362,45,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60
10363,65,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,36
10364,42,State-gov,Some-college,Separated,Tech-support,Unmarried,White,Female,40
10365,33,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,25
10366,32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60
10367,42,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
10368,49,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Female,45
10369,38,Private,HS-grad,Married-civ-spouse,Protective-serv,Own-child,White,Male,45
10370,38,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
10371,37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,52
10372,24,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,30
10373,27,Self-emp-not-inc,Some-college,Never-married,Sales,Not-in-family,White,Male,50
10374,25,Private,9th,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40
10377,44,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,96
10379,46,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,49
10382,22,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20
10383,33,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,40
10384,50,Private,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,40
10385,31,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,41
10386,26,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,4
10388,27,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
10390,64,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40
10391,43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
10392,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
10393,47,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40
10394,56,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,66
10397,52,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,44
10401,56,Private,7th-8th,Never-married,Farming-fishing,Unmarried,Black,Female,20
10403,28,Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,40
10406,31,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50
10408,39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40
10409,39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
10410,28,Self-emp-not-inc,11th,Never-married,Craft-repair,Not-in-family,White,Male,40
10411,67,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,11
10412,31,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,35
10414,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,46
10415,48,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40
10416,51,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,40
10418,44,Private,Assoc-voc,Divorced,Transport-moving,Not-in-family,White,Male,40
10420,37,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,40
10421,38,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
10422,59,Federal-gov,Assoc-acdm,Married-civ-spouse,Farming-fishing,Husband,Black,Male,40
10423,59,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50
10424,51,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,48
10425,60,?,Bachelors,Married-civ-spouse,?,Husband,Black,Male,40
10426,29,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
10427,37,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,40
10428,42,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,35
10429,28,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50
10430,34,Private,HS-grad,Never-married,Sales,Own-child,White,Female,40
10431,50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
10432,22,Self-emp-inc,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,24
10433,27,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,52
10435,39,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,38
10436,25,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,35
10437,63,?,HS-grad,Never-married,?,Not-in-family,White,Male,15
10438,24,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
10439,18,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,30
10440,19,?,HS-grad,Never-married,?,Own-child,White,Male,40
10441,23,Private,12th,Never-married,Other-service,Unmarried,Black,Male,38
10443,17,Self-emp-not-inc,10th,Never-married,Other-service,Own-child,White,Female,24
10444,63,Self-emp-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,40
10445,28,Local-gov,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,65
10447,29,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,45
10448,64,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,12
10449,17,Private,10th,Never-married,Other-service,Own-child,White,Male,25
10450,45,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,35
10451,18,Private,12th,Never-married,Other-service,Own-child,Black,Male,20
10452,31,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40
10454,41,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,45
10455,65,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60
10456,27,Private,Assoc-voc,Divorced,Machine-op-inspct,Not-in-family,White,Male,40
10457,39,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
10458,51,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,8
10459,49,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45
10460,58,?,HS-grad,Divorced,?,Unmarried,White,Male,40
10462,25,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40
10464,31,Private,9th,Divorced,Adm-clerical,Not-in-family,White,Female,40
10465,63,Private,11th,Married-civ-spouse,Protective-serv,Husband,White,Male,37
10467,63,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,40
10468,44,Self-emp-not-inc,Masters,Never-married,Farming-fishing,Own-child,White,Male,99
10469,48,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,65
10470,51,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50
10471,18,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,15
10472,23,Private,Some-college,Never-married,Other-service,Own-child,White,Male,25
10473,31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
10474,38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
10476,56,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,60
10477,31,Private,7th-8th,Divorced,Transport-moving,Unmarried,White,Male,20
10478,46,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
10479,39,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
10481,31,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,40
10482,42,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
10483,53,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,35
10485,18,?,11th,Never-married,?,Own-child,Black,Male,48
10487,27,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,45
10488,31,Private,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,40
10489,52,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
10491,30,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,24
10493,48,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50
10494,37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
10495,29,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40
10500,39,Federal-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40
10501,21,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40
10503,43,Self-emp-not-inc,HS-grad,Divorced,Other-service,Unmarried,White,Male,45
10504,23,Private,Bachelors,Never-married,Protective-serv,Not-in-family,White,Female,40
10506,47,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60
10507,27,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,55
10508,45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45
10509,30,Private,HS-grad,Never-married,Protective-serv,Own-child,White,Male,70
10510,35,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,20
10512,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
10514,42,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40
10515,48,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,36
10516,46,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,48
10517,36,Private,5th-6th,Separated,Machine-op-inspct,Not-in-family,White,Female,40
10518,54,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,40
10519,25,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40
10520,26,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,25
10521,36,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,57
10522,56,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,20
10523,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
10524,26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40
10526,23,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40
10527,41,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40
10528,55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
10529,39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
10530,67,Local-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,35
10532,54,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,40
10533,38,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
10534,47,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40
10535,49,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,42
