,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week
3798,30,Private,10th,Never-married,Sales,Other-relative,White,Male,18
3799,28,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,45
3800,54,Local-gov,10th,Married-civ-spouse,Protective-serv,Husband,White,Male,45
3801,30,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,10
3802,22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,50
3804,19,Private,11th,Never-married,Other-service,Other-relative,White,Male,20
3805,19,?,Some-college,Never-married,?,Own-child,White,Female,35
3806,32,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
3807,23,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,40
3808,51,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45
3809,25,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,44
3811,38,Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,50
3813,46,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,40
3815,20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,16
3816,29,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,35
3817,51,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
3818,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,52
3819,24,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40
3820,24,Self-emp-not-inc,Bachelors,Never-married,Farming-fishing,Unmarried,White,Male,50
3821,31,Private,Assoc-voc,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,24
3823,34,Private,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,60
3824,19,Private,Some-college,Never-married,Farming-fishing,Own-child,White,Male,66
3825,21,Private,HS-grad,Never-married,Transport-moving,Own-child,Black,Male,40
3826,21,Private,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,70
3827,23,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,24
3828,37,Federal-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40
3829,40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,46
3830,57,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,30
3831,48,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
3832,24,Private,11th,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40
3833,43,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
3834,32,?,Bachelors,Never-married,?,Not-in-family,White,Female,20
3835,40,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40
3836,52,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,35
3837,49,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,40
3838,45,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,40
3839,62,Local-gov,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40
3840,29,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
3842,55,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,40
3843,20,?,Some-college,Never-married,?,Own-child,Amer-Indian-Eskimo,Male,72
3844,37,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,40
3845,43,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
3846,29,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40
3847,44,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,40
3848,28,Private,Some-college,Separated,Tech-support,Unmarried,White,Male,40
3849,38,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,45
3851,22,?,Some-college,Never-married,?,Own-child,White,Male,40
3852,19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,20
3854,60,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40
3855,30,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40
3857,51,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,60
3859,48,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,40
3864,50,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40
3865,46,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,40
3866,54,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,60
3867,68,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45
3868,23,Self-emp-not-inc,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,30
3869,49,Private,Masters,Never-married,Sales,Not-in-family,White,Female,35
3870,24,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40
3871,30,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,40
3872,38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45
3873,34,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,35
3874,22,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,40
3875,30,Private,7th-8th,Separated,Handlers-cleaners,Not-in-family,White,Male,40
3876,61,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,31
3877,36,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Male,40
3878,51,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
3879,43,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40
3882,51,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
3883,63,Self-emp-not-inc,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
3884,51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60
3886,35,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,40
3887,31,?,Bachelors,Married-civ-spouse,?,Wife,White,Female,25
3888,46,Self-emp-not-inc,HS-grad,Separated,Craft-repair,Unmarried,White,Male,40
3889,53,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,40
3890,26,Federal-gov,Some-college,Divorced,Adm-clerical,Own-child,White,Male,24
3891,43,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40
3892,39,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50
3893,50,Federal-gov,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male,40
3894,54,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
3895,62,?,Some-college,Married-civ-spouse,?,Wife,White,Female,45
3896,57,State-gov,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,40
3897,19,?,Some-college,Never-married,?,Own-child,Black,Male,24
3898,29,Local-gov,HS-grad,Never-married,Other-service,Own-child,White,Male,20
3899,20,Private,HS-grad,Never-married,Craft-repair,Other-relative,Black,Male,40
3900,53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55
3901,18,?,Some-college,Never-married,?,Own-child,White,Male,40
3902,22,?,Some-college,Never-married,?,Own-child,White,Male,40
3903,23,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40
3904,69,Private,11th,Married-civ-spouse,Adm-clerical,Husband,White,Male,20
3905,56,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40
3907,28,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40
3908,28,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Black,Male,40
3909,33,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,84
3910,48,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,30
3911,61,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
3912,49,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45
3913,48,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
3914,32,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40
3915,51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
3916,27,?,Bachelors,Never-married,?,Not-in-family,White,Male,40
3917,19,Private,Some-college,Never-married,Other-service,Own-child,White,Male,14
3918,47,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,50
3919,25,Private,Bachelors,Never-married,Transport-moving,Own-child,White,Male,60
3920,72,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,40
3921,29,Private,11th,Divorced,Craft-repair,Not-in-family,White,Male,40
3922,22,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40
3923,57,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,48
3924,50,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,60
3925,45,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,30
3926,52,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,40
3927,53,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,48
3928,36,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,48
3930,20,Private,HS-grad,Never-married,Sales,Own-child,White,Female,20
3931,75,Private,5th-6th,Widowed,Other-service,Unmarried,Black,Male,10
3932,32,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
3933,28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
3934,53,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40
3935,17,Private,11th,Never-married,Sales,Own-child,White,Female,35
3936,46,State-gov,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,38
3937,39,Private,Assoc-acdm,Separated,Prof-specialty,Not-in-family,White,Female,30
3938,38,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,40
3939,36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60
3940,63,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,21
3943,49,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,35
3944,43,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
3945,38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45
3948,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
3951,24,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,45
3953,44,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,40
3954,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,24
3955,30,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Female,35
3956,42,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40
3957,52,Self-emp-not-inc,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,Female,35
3958,42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,40
3959,39,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,52
3960,43,Private,Some-college,Divorced,Prof-specialty,Unmarried,White,Male,45
3961,62,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
3962,30,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40
3963,83,?,HS-grad,Widowed,?,Not-in-family,White,Female,20
3964,39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,55
3965,41,Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,Female,20
3966,49,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40
3968,48,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40
3969,59,?,Assoc-acdm,Divorced,?,Not-in-family,White,Male,8
3970,44,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40
3971,36,Private,9th,Divorced,Handlers-cleaners,Not-in-family,White,Male,56
3972,40,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40
3973,21,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,35
3974,41,Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,38
3975,24,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,50
3976,67,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,60
3979,48,Private,Masters,Divorced,Sales,Not-in-family,White,Male,35
3980,55,?,Assoc-acdm,Married-civ-spouse,?,Husband,Black,Male,20
3981,29,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40
3982,50,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,36
3983,64,State-gov,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
3986,30,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,40
3987,37,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,30
3988,52,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
3989,22,Private,Some-college,Never-married,Protective-serv,Own-child,White,Male,25
3990,77,?,HS-grad,Widowed,?,Not-in-family,White,Female,14
3991,19,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,15
3992,52,Private,HS-grad,Divorced,Craft-repair,Other-relative,White,Male,55
3993,42,Private,Bachelors,Married-spouse-absent,Tech-support,Own-child,Asian-Pac-Islander,Female,40
3994,35,Private,HS-grad,Separated,Exec-managerial,Not-in-family,White,Female,36
3995,27,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,50
3996,54,State-gov,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,38
3998,37,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,35
3999,28,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,30
4000,63,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40
4001,19,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,42
4002,28,Private,Bachelors,Never-married,Sales,Own-child,White,Female,40
4004,44,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,40
4005,31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
4007,64,Private,HS-grad,Divorced,Priv-house-serv,Not-in-family,White,Female,50
4008,40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40
4009,59,Local-gov,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Female,50
4010,22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40
4011,40,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,44
4012,35,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40
4015,28,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,48
4016,28,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Male,40
4017,37,?,Some-college,Married-civ-spouse,?,Husband,White,Male,20
4018,72,?,Doctorate,Married-civ-spouse,?,Husband,White,Male,6
4019,25,Self-emp-inc,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,60
4020,37,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40
4021,19,?,Some-college,Never-married,?,Own-child,White,Female,45
4022,31,Private,Assoc-voc,Divorced,Sales,Own-child,White,Female,38
4023,41,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,40
4025,44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
4026,20,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,47
4027,57,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,50
4028,26,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,12
4031,36,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
4032,40,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40
4033,21,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,Black,Male,35
4035,34,Self-emp-not-inc,Prof-school,Separated,Prof-specialty,Unmarried,White,Male,48
4037,28,Private,10th,Divorced,Other-service,Not-in-family,White,Female,40
4038,35,Private,HS-grad,Separated,Transport-moving,Own-child,White,Male,50
4039,35,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40
4040,38,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40
4041,44,Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,40
4042,39,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,40
4044,19,Private,Some-college,Never-married,Sales,Own-child,White,Female,40
4045,29,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48
4046,23,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,Black,Male,40
4047,50,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,40
4049,28,Private,Assoc-voc,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,40
4050,44,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60
4051,29,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,40
4052,31,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,45
4053,27,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,45
4054,34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45
4055,50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50
4057,31,Private,Assoc-voc,Never-married,Adm-clerical,Unmarried,Black,Female,40
4058,46,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40
4059,39,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40
4060,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55
4061,28,Private,11th,Divorced,Sales,Own-child,White,Male,40
4063,51,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40
4069,25,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,22
4071,41,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40
4072,34,?,HS-grad,Never-married,?,Unmarried,Black,Female,40
4073,33,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,40
4074,33,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40
4075,35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45
4076,39,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,Black,Female,20
4077,59,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60
4078,19,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,16
4080,19,?,Some-college,Never-married,?,Own-child,White,Male,40
4081,27,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,40
4083,59,Self-emp-not-inc,HS-grad,Divorced,Other-service,Own-child,White,Female,24
4085,37,Private,HS-grad,Divorced,Other-service,Other-relative,White,Female,50
4086,50,?,10th,Married-civ-spouse,?,Husband,White,Male,99
4087,36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
4089,23,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40
4090,19,?,11th,Never-married,?,Own-child,White,Female,30
4091,33,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,84
4092,27,Local-gov,Masters,Never-married,Prof-specialty,Own-child,White,Male,52
4093,31,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
4094,21,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,36
4095,31,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,54
4096,59,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40
4097,40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,48
4098,19,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,40
4099,47,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50
4101,57,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,78
4103,21,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,20
4105,46,Private,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,45
4106,40,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,45
4107,52,Private,Preschool,Married-civ-spouse,Other-service,Not-in-family,White,Male,40
4108,23,Private,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,50
4112,38,State-gov,Some-college,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,40
4113,22,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,30
4115,34,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
4116,65,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,20
4118,29,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,48
4120,54,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40
4121,49,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
4122,44,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
4124,25,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,38
4125,65,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,20
4127,39,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60
4128,23,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40
4132,40,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,50
4133,55,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50
4134,38,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,48
4135,23,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,40
4136,44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
4140,43,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40
4141,30,Private,12th,Divorced,Machine-op-inspct,Not-in-family,White,Male,40
4142,28,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,38
4143,31,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
4144,52,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,40
4145,36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,50
4146,38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45
4147,66,?,Some-college,Married-civ-spouse,?,Husband,White,Male,40
4149,21,Private,Some-college,Never-married,Other-service,Own-child,White,Male,35
4150,33,State-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,40
4151,46,State-gov,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,50
4153,47,Self-emp-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,60
4154,33,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,55
4155,66,?,7th-8th,Never-married,?,Other-relative,Black,Male,30
4156,20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,30
4157,28,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,40
4158,46,Private,HS-grad,Divorced,Priv-house-serv,Unmarried,White,Female,28
4159,25,Private,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,45
4160,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Male,40
4161,31,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,60
4162,49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
4163,22,State-gov,Some-college,Married-spouse-absent,Tech-support,Unmarried,White,Male,20
4164,52,Private,Assoc-voc,Married-civ-spouse,Other-service,Wife,White,Female,20
4165,29,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,50
4166,18,Private,11th,Never-married,Other-service,Own-child,White,Female,20
4167,31,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,35
4168,23,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,35
4169,27,?,Assoc-voc,Married-civ-spouse,?,Wife,Amer-Indian-Eskimo,Female,40
4170,54,Self-emp-not-inc,10th,Married-civ-spouse,Sales,Husband,White,Male,65
4171,50,Local-gov,HS-grad,Divorced,Other-service,Unmarried,White,Female,49
4174,17,?,11th,Never-married,?,Own-child,White,Female,18
4175,49,Self-emp-inc,HS-grad,Separated,Other-service,Not-in-family,White,Male,45
4177,41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60
4179,36,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,35
4181,63,Private,Some-college,Widowed,Other-service,Not-in-family,White,Female,40
4184,22,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40
4185,66,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,30
4186,25,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,50
4187,30,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Female,20
4188,35,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40
4189,67,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
4190,30,Private,12th,Never-married,Craft-repair,Not-in-family,Black,Male,40
4192,34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
4193,21,Private,Some-college,Never-married,Sales,Own-child,White,Male,40
4194,18,Private,12th,Never-married,Craft-repair,Own-child,White,Male,10
4195,21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40
4196,76,Self-emp-inc,9th,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
4197,51,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,70
4199,18,Private,12th,Never-married,Other-service,Not-in-family,White,Female,25
4200,18,?,11th,Never-married,?,Own-child,White,Male,40
4201,34,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50
4204,33,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,72
4205,25,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,10
4206,48,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,10
4207,64,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,5
4208,47,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,45
4210,36,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,48
4211,21,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40
4213,30,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,44
4215,53,?,Masters,Never-married,?,Not-in-family,White,Female,35
4217,20,?,Some-college,Never-married,?,Own-child,White,Female,35
4218,24,Private,10th,Never-married,Sales,Not-in-family,White,Male,49
4219,26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,20
4220,25,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,48
4222,41,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40
4223,33,Private,11th,Never-married,Craft-repair,Own-child,White,Male,40
4226,32,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,35
4227,51,Local-gov,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,40
